char,pron
較量,gau4 liong4
間斷,gan4 ton4
成材,sin2 coi2
係好事,he4 hau3 su4
三點式,sam1 diam3 sit5
呈交,cin2 gau1
霧霾,vu4 mai2
是你,si4 li3
鐵票,tiet5 piau4
純正,sun2 zin4
好型,hau3 hin2
圖畫,tu2 fa4
個男仔,go4 lam2 zai3
行禮,hang2 li1
遠勝,yen3 sin4
討回公道,tau3 fui2 gung1 tau4
慰安婦,vui3 on1 fu4
後裔,heu4 yi3
指使,zi3 si3
場上,cong2 song4
衣食,yi1 sit6
成條街,sang2 tiau2 gai1
雷暴,lui2 pau4
再打,zai4 da3
都差唔多,du1 ca1 m1 do1
長處,cong2 cu4
一頭霧水,yit5 teu2 vu4 sui3
遲下,ci2 ha4
專車,zon1 ca1
新丁,sin1 den1
擇偶,cak6 ngeu3
行下,hang2 ha4
一段時間,yit5 ton4 si2 gan4
敗仗,pai4 zong4
有諗,yiu1 lem3
打頭陣,da3 teu2 cin4
三四,sam1 si4
散文,san3 vun2
疏導,so1 tau3
已經可以,yi3 gin1 ko3 yi1
聖誕卡,sin4 dan4 kat6
滿載,man1 zoi4
同場加映,tung2 cong2 ga1 yang3
譽為,yi4 vui2
面上,mien4 song4
雞蛋仔,gai1 tan4 zai3
攪拌,gau3 pan4
是因為,si4 yin1 vui4
仲要唔,cung4 yau4 m1
你以為,li3 yi1 vui2
實至名歸,sit6 zi4 min2 gui1
刻劃,kat5 vak6
刻畫,kat5 vak6
闊落,fat5 lok6
起行,hi3 hang2
散佈,san4 bu4
傷重,song1 cung1
轉校,zon4 gau3
年滿,ngien2 man1
用下,yung4 ha4
硬仗,ngang4 zong4
錯手,co4 siu3
成堆,sang2 doi1
祝你,zuk5 li3
衰落,soi1 lok6
海參,hoi3 sem1
你依家,li3 yi1 ga1
你而家,li3 yi2 ga1
乾糧,gon1 liong2
斷層,ton1 cen2
重金屬,cung1 gim1 suk6
係唔係冇,he4 m1 he4 mau2
寡婦,ga3 fu4
唔重,m1 cung1
成家立室,sin2 ga1 lip6 sit5
國難,get5 lan4
要換,yau4 von4
都驚,du1 giang1
冇機會,mau2 gi1 fui4
背書,poi4 su1
卡車,ka1 ca1
平平無奇,pin2 pin2 vu2 ki2
想轉,siong3 zon3
好平,hau3 pin2
食字,sit6 su4
好痛,hau3 tung4
意食,yi4 sit6
應該可以,yin1 goi1 ko3 yi1
生怕,sang1 pa4
實好多,sit6 hau3 do1
倒車,dau4 ca1
好眼,hau3 ngan3
人呢,ngin2 le1
後盾,heu4 tun3
你未,li3 vui4
仲諗住,cung4 lem3 cu4
好似仲,hau3 su4 cung4
佢兩個,gi2 liong1 go4
有間,yiu1 gan1
食油,sit6 yiu2
破處,po4 cu3
重兵,cung1 bin1
心中有數,sim1 zung1 yiu1 su4
有冇諗過,yiu1 mau2 lem3 go4
消散,siau1 san4
格調,gak5 tiau4
建議你,gien4 ngi4 li3
定食,tin4 sit6
打沉,da3 cim2
有唔少,yiu1 m1 sau3
遇難,ngi4 lan4
你走,li3 zeu3
尋仇,cim2 siu2
定格,tin4 gak5
鑽戒,zon4 gai4
上訴人,song4 su4 ngin2
我同你,ngo1 tung2 li3
使者,si4 za3
貴重,gui4 cung4
唔好做,m1 hau3 zo4
鋪天蓋地,pu1 tien1 goi4 ti4
代名詞,toi4 min2 cu2
孖生,ma1 sang1
凝重,ngien2 cung4
停車,tin2 ca1
係錯,he4 co4
有錯,yiu1 co4
係因為佢,he4 yin1 vui4 gi2
唔好搞,m1 hau3 gau3
非正式,fui1 zin4 sit5
三隻,sam1 zak5
機鐵,gi1 tiet5
乜事,mak5 su4
上面有,song4 mien4 yiu1
淡季,tam4 gui4
聽人,tang4 ngin2
聽人,tin4 ngin2
結案,giet5 on4
拚命,pin4 min4
適中,sit5 zung1
叫喊,giau4 ham4
凝視,ngien2 si4
轉帳,zon3 zong4
馬鐵,ma1 tiet5
平過,pin2 go4
因為呢,yin1 vui4 le1
要考,yau4 kau3
冇其他,mau2 ki2 ta1
上期,song4 ki2
偷聽,teu1 tang4
打翻,da3 fan1
水道,sui3 tau4
署名,su4 miang2
呼喊,fu1 ham4
可惡,ko3 vu4
仲要有,cung4 yau4 yiu1
都難,du1 lan2
有車,yiu1 ca1
兩球,liong1 kiu2
傳票,con2 piau4
疏離,so1 li2
火上加油,fo3 song4 ga1 yiu2
係一定,he4 yit5 tin4
成套,sang2 tau4
道士,tau4 si3
落手落腳,lok6 siu3 lok6 giok5
不擇手段,but5 cak6 siu3 ton4
衣食住行,yi1 sit6 cu4 hang2
似曾相識,su4 cen2 siong1 sit5
長情,cong2 cin2
膽量,dam3 liong4
平原,pin2 ngien2
不以為然,but5 yi1 vui2 yen2
叫咩,giau4 me1
苛刻,ko1 ket5
轉折,zon3 ziet5
蛇頭,sa2 teu2
放射,fong4 sa4
名利,min2 li4
交戰,gau1 zien4
一事無成,yit5 su4 vu2 sin2
背道而馳,boi4 tau4 yi2 ci2
重光,cung2 gong1
要跟,yau4 gen1
大笨象,tai4 bun4 siong4
一齊去,yit5 ce2 hi4
食白果,sit6 pak6 go3
之後佢,zu1 heu4 gi2
煲仔飯,bau1 zai3 fan4
改正,goi3 zin4
打燈,da3 den1
纏繞,cien2 ngiau3
好掛住,hau3 ga4 cu4
冇買,mau2 mai1
食個,sit6 go4
正字,zin4 su4
好後,hau3 heu4
沖淡,cung1 tam1
包抄,bau1 cau1
頑強,ngan2 kiong2
好似我,hau3 su4 ngo1
要拎,yau4 lang2
乜水,mak5 sui3
美中不足,mui1 zung1 but5 zuk5
差天共地,ca1 tien1 kiung4 ti4
有機可乘,yiu1 gi1 ko3 sin2
刻板,kat5 ban3
不屈,but5 kiut5
比拼,bi3 pin4
今鋪,gim1 pu1
我真係好,ngo1 zin1 he4 hau3
都係因為,du1 he4 yin1 vui4
仇家,siu2 ga1
打定輸數,da3 tin4 su1 su4
經期,gin1 ki2
致命傷,zi4 min4 song1
驅逐艦,ki1 cuk6 lam4
少婦,sau4 fu4
當差,dong1 cai1
倒後,dau4 heu4
繁華,fan2 fa2
為他,vui4 ta1
好靜,hau3 cin4
冇法,mau2 fap5
難堪,lan2 kam1
名門,min2 mun2
交際,gau1 zi4
噴射機,pun4 sa4 gi1
環繞,van2 ngiau3
貨仔,fo4 zai3
少不免,sau3 but5 men1
擔大旗,dam1 tai4 ki2
另行,lang4 hang2
斷送,ton4 sung4
講錯,gong3 co4
手車,siu3 ca1
仇視,siu2 si4
是要,si4 yau4
大家一齊,tai4 ga1 yit5 ce2
暴君,pau4 giun1
好憎,hau3 zen1
執筆,zip5 bit5
斷交,ton1 gau1
妖精,yau1 zin1
之後有,zu1 heu4 yiu1
是為,si4 vui4
為所欲為,vui2 so3 yuk6 vui2
一路上,yit5 lu4 song4
壽終正寢,siu4 zung1 zin4 cim3
站長,zam4 zong3
入定,ngip6 tin4
再會,zai4 fui4
腳踏實地,giok5 tap6 sit6 ti4
冇好,mau2 hau3
咩名,me1 min2
無解,vu2 gai3
私處,su1 cu4
要識,yau4 sit5
條鐵,tiau2 tiet5
運轉,yun4 zon4
整定,zin3 tin4
順風車,sun4 fung1 ca1
兩邊都,liong1 bien1 du1
解救,gai3 giu4
少不了,sau3 but5 liau3
精神健康,zin1 sin2 kien4 kong1
度度,tu4 tu4
比較好,bi3 gau4 hau3
一無是處,yit5 vu2 si4 cu3
行刑,hang2 hin2
一應,yit5 yin4
家傳,ga1 con2
跟你,gen1 li3
夠打,geu4 da3
都唔使,du1 m1 su3
都冇咩,du1 mau2 me1
慘淡,cam3 tam4
唔諗,m1 lem3
修好,siu1 hau3
只怪,zit5 gai4
見家長,gien4 ga1 zong3
一轉,yit5 zon4
買咩,mai1 me1
飽滿,bau3 man1
喪命,song4 min4
呃飯食,ak5 fan4 sit6
唔好俾,m1 hau3 bi1
漂流,piau1 liu2
使唔使,su3 m1 su3
尋晚,cim2 man1
更有,gang1 yiu1
一時三刻,yit5 si2 sam1 ket5
經文,gin1 vun2
好多都係,hau3 do1 du1 he4
多不勝數,do1 but5 sin1 su4
要小心,yau4 siau3 sim1
闊度,fat5 tu4
穩重,vun3 cung4
真係覺,zin1 he4 gok5
周旋,ziu1 sien2
就即刻,ciu4 zit5 ket5
頂得順,din3 det5 sun4
要推,yau4 tui1
讀過,tuk6 go4
點解有,diam3 gai3 yiu1
應節,yin4 ziet5
其實好多,ki2 sit6 hau3 do1
間間,gan1 gan1
用處,yung4 cu4
跌落,diet5 lok6
致勝,zi4 sin4
阻差辦公,zo3 cai1 pan4 gung1
沉降,cim2 gong4
長氣,cong2 hi4
後手,heu4 siu3
以後唔,yi1 heu4 m1
接二連三,ziap5 ngi4 lien2 sam1
執雞,zip5 gai1
丁權,den1 kien2
一件事,yit5 kien4 su4
腎臟,sin4 cong4
行文,hang2 vun2
兩者,liong1 za3
你我,li3 ngo1
真係好多,zin1 he4 hau3 do1
污水處理,vu1 sui3 cu3 li1
福士,fuk5 si3
真係覺得,zin1 he4 gok5 det5
烏茲別克,vu1 zu1 piet6 ket5
又成,yiu4 sin2
打交道,da3 gau1 tau4
食緊,sit6 gin3
鐵定,tiet5 tin4
斷尾,ton1 mui1
應援,yin4 yen1
戇居,ngong4 gi1
最平,zui4 pin2
後數,heu4 su4
華山,fa2 san1
勞力士,lau2 lit6 su4
屬意,suk6 yi4
伏擊,fuk6 git5
又覺,yiu4 gok5
意會,yi4 fui4
錯愕,co4 ngok6
地名,ti4 miang2
你搞,li3 gau3
勁好,gin4 hau3
盡興,cin4 hin4
好快就,hau3 kai4 ciu4
應訊,yin4 sin4
閃卡,sam3 kat6
交人,gau1 ngin2
債仔,zai4 zai3
最低限度,zui4 dai1 han4 tu4
驚呼,gin1 fu1
心滿意足,sim1 man1 yi4 zuk5
好咩,hau3 me1
食住,sit6 cu4
聽得,tang4 det5
支持你,zi1 ci2 li3
成本效益,sin2 bun3 hau4 yit5
興旺,hin1 vong4
背住,boi4 cu4
吹咩,cui1 me1
交差,gau1 cai1
你一個,li3 yit5 go4
你俾,li3 bi1
死頂,si3 din3
着緊,cok6 gin3
點相,diam3 siong4
時光倒流,si2 gong1 dau3 liu2
打俾,da3 bi1
行行企企,hang2 hang2 ki1 ki1
土著,tu3 zu4
全長,cien2 cong2
你是,li3 si4
金卡,gim1 kat6
隨行,sui2 hang2
後頭,heu4 teu2
懼怕,ki3 pa4
台仔,toi2 zai3
但係你,tan4 he4 li3
耳塞,ngi3 set5
兩間,liong1 gan1
打佢,da3 gi2
有好多人,yiu1 hau3 do1 ngin2
你放,li3 fong4
你已經,li3 yi3 gin1
四驅車,si4 ki1 ca1
正題,zin4 ti2
難打,lan2 da3
撥亂反正,pat5 lon4 fan3 zin4
重頭戲,cung1 teu2 hi4
好漢,hau3 hon4
又覺得,yiu4 gok5 det5
千祈唔好,cien1 ki2 m1 hau3
請食飯,ciang3 sit6 fan4
禁運,gim4 yun4
折斷,ziet5 ton1
感覺好,gam3 gok5 hau3
驚天,gin1 tien1
就算你,ciu4 son4 li3
主食,zu3 sit6
要繼續,yau4 gi4 suk6
冇辦法,mau2 pan4 fap5
可卡因,ko3 ka1 yin1
傳輸,con2 su1
畫師,fa4 su1
監倉,gam1 cong1
又打,yiu4 da3
嗅覺,ciu4 gok5
周轉,ziu1 zon3
馬後炮,ma1 heu4 pau4
觀眾緣,gon1 zung4 yen2
雪上加霜,siet5 song4 ga1 song1
只愛,zit5 oi4
鴨仔,ap5 zai3
波士,bo1 si3
慰藉,vui3 cit6
照應,zau4 yin4
就諗,ciu4 lem3
假名,ga3 min2
自相矛盾,cu4 siong1 mau2 tun3
過錯,go4 co4
冇再,mau2 zai4
其實冇,ki2 sit6 mau2
平板電腦,pin2 ban3 tien4 lau3
不經意,but5 gin1 yi4
重地,cung4 ti4
打轉,da3 zon3
鬆散,sung1 san3
強忍,kiong3 ngiun1
你不如,li3 but5 yi2
相逢,siong1 fung2
行騙,hang2 pien4
食埋,sit6 mai2
天命,tien1 min4
轉波,zon4 bo1
無中生有,vu2 zung1 sang1 yiu1
運載,yun4 zoi4
解悶,gai3 mun4
打法,da3 fap5
都好想,du1 hau3 siong3
使到,su3 dau4
覺得個,gok5 det5 go4
如估冇,yi2 gu3 mau2
如果冇,yi2 go3 mau2
耕耘,gang1 yun2
愛惜,oi4 sit5
食量,sit6 liong4
橫向,vang2 hiong4
交心,gau1 sim1
交集,gau1 sip6
少之又少,sau3 zu1 yiu4 sau3
正貨,zin4 fo4
上菜,song4 coi4
校監,gau3 gam1
定力,tin4 lit6
唔係咩,m1 he4 me1
失散,sit5 san4
幻影,fam4 yang3
戰將,zien4 ziong4
巴打係,ba1 da3 he4
講得好,gong3 det5 hau3
佢覺得,gi2 gok5 det5
滑行,vat6 hang2
取名,ci3 min2
拜會,bai4 fui4
多好多,do1 hau3 do1
食藥,sit6 yok6
最難,zui4 lan2
自力更生,cu4 lit6 gang1 sang1
好爽,hau3 song3
車龍,ca1 lung2
婦孺,fu4 yi2
時時刻刻,si2 si2 kat5 ket5
時時刻刻,si2 si2 ket5 kat5
齊整,ce2 zin3
你收,li3 siu1
部電話,pu4 tien4 va4
交錯,gau1 co4
相交,siong1 gau1
車胎,ca1 toi1
禁足,gim4 zuk5
肢解,zi1 gai3
中華文化,zung1 fa2 vun2 fa4
黑道,het5 tau4
好少少,hau3 sau3 sau3
有道,yiu1 tau4
語調,ngi1 tiau4
中美,zung1 mui1
強迫症,kiong2 bet5 zin4
好怕,hau3 pa4
絕交,ciet6 gau1
都被,du1 pi4
此時此刻,cu3 si2 cu3 ket5
滑稽,vat6 ki1
再諗,zai4 lem3
車線,ca1 sien4
應份,yin1 fun4
應分,yin1 fun4
你再,li3 zai4
青梅竹馬,ciang1 moi2 zuk5 ma1
啲時間,tit6 si2 gan4
重災,cung1 zai1
自己打,cu4 gi3 da3
重振,cung2 zin3
都要有,du1 yau4 yiu1
道謝,tau4 cia4
成個月,sin2 go4 ngiet6
好怪,hau3 gai4
唔好同,m1 hau3 tung2
塞內加爾,soi4 lui4 ga1 li3
打散,da3 san3
芭蕾舞,ba1 lui2 mu3
食晏,sit6 an4
速食,suk5 sit6
成場,sang2 cong2
席間,cit6 gan1
驚你,giang1 li3
靈體,lin2 ti3
大家要,tai4 ga1 yau4
無名指,vu2 min2 zi3
推文,tui1 vun2
改行,goi3 hong2
興致,hin4 zi4
好色,hau4 set5
有冇機,yiu1 mau2 gi1
你連,li3 lien2
生番,sang1 fan1
可以當,ko3 yi1 dong1
嘔血,iu3 hiet5
好慢,hau3 man4
屈辱,kiut5 yuk6
係都要,he4 du1 yau4
不要緊,but5 yau4 gin3
更大,gang1 tai4
係諗住,he4 lem3 cu4
失傳,sit5 con2
混淆視聽,fun3 ngau2 si4 tin4
暴民,pau4 min2
未聽,vui4 tang4
冇人有,mau2 ngin2 yiu1
將佢,ziong1 gi2
鐵絲網,tiet5 su1 miong3
古仔,gu3 zai3
一打,yit5 da1
打後,da3 heu4
有諗過,yiu1 lem3 go4
長成,zong3 sin2
有咩事,yiu1 me1 su4
我都冇,ngo1 du1 mau2
好似得,hau3 su4 det5
震怒,zin3 lu4
好危,hau3 ngui2
天經地義,tien1 gin1 ti4 ngi4
荼毒,tu2 tuk6
波打,bo1 da3
係最後,he4 zui4 heu4
因為係,yin1 vui4 he4
食下,sit6 ha4
以此為,yi1 cu3 vui2
橫傳,vang2 con2
啲打,tit6 da3
學長,hok6 cong2
有打,yiu1 da1
相會,siong1 fui4
伴奏,pan4 zeu4
好愛,hau3 oi4
冇打,mau2 da3
三行,sam1 hong2
道行,tau4 hang2
極地,kit6 ti4
你拎,li3 lang2
要咩,yau4 me1
天平,tien1 pin2
吃驚,ket5 gin1
錦上添花,gim3 song4 tiam1 fa1
只不過係,zit5 but5 go4 he4
毒害,tuk6 hoi4
好衰,hau3 soi1
而你,yi2 li3
熱帶氣旋,ngiet6 dai4 hi4 sien2
要將,yau4 ziong1
你一定,li3 yit5 tin4
讀數,tuk6 su4
好識,hau3 sit5
省長,sen3 zong3
就差,ciu4 ca1
已經講,yi3 gin1 gong3
死士,si3 su4
要啦,yau4 la1
問點解,mun4 diam3 gai3
極光,kit6 gong1
凝固,ngien2 gu4
惡臭,ok5 ciu4
成了,sin2 liau3
背棄,boi4 hi4
重出江湖,cung2 cut5 gong1 fu2
供給,giung1 gip5
最重要係,zui4 cung4 yau4 he4
正正常常,zin4 zin4 song2 song2
古靈精怪,gu3 lin2 zin1 gai4
蠱靈精怪,gu3 lin2 zin1 gai4
鬼靈精怪,gui3 lin2 zin1 gai4
個機會,go4 gi1 fui4
要命,yau4 miang4
唔好買,m1 hau3 mai1
摸頂,mo1 dang3
就係呢,ciu4 he4 le1
隨處,sui2 cu4
拖長,to1 cong2
客仔,hak5 zai3
校工,gau3 gung1
覺得冇,gok5 det5 mau2
平時都,pin2 si2 du1
佢只係,gi2 zit5 he4
三萬,sam1 man4
即係你,zit5 he4 li3
幫下,bong1 ha4
佢成日,gi2 sang2 ngit5
上校,song4 gau4
自己冇,cu4 gi3 mau2
草蜢,cau3 mang1
健力士,kien4 lit6 su4
強暴,kiong2 pau4
冇品,mau2 pin3
青訓,ciang1 hiun4
武將,vu1 ziong4
長頭髮,cong2 teu2 fat5
外行,ngoi4 hong2
講中,gong3 zung4
有運行,yiu1 yun4 hang2
諗清,lem3 cin1
聽你,tang4 li3
都唔差,du1 m1 ca1
應驗,yin4 ngiam4
賣命,mai4 miang4
中英,zung1 yin1
陪你,pui2 li3
鼻塞,pi4 set5
極點,kit6 diam3
命題,min4 ti2
唔係因為,m1 he4 yin1 vui4
跆拳道,toi2 kien2 tau4
打本,da3 bun3
得咩,det5 me1
執輸,zip5 su1
好去處,hau3 hi4 cu3
本身已經,bun3 sin1 yi3 gin1
然後就,yen2 heu4 ciu4
唔易,m1 yi4
冇人理,mau2 ngin2 li1
河道,ho2 tau4
從天而降,cung2 tien1 yi2 gong4
行軍,hang2 giun1
命脈,min4 mak5
憑咩,pin2 me1
倒後鏡,dau4 heu4 giang4
向上,hiong4 song4
上半場,song4 ban4 cong2
大陸仔,tai4 luk6 zai3
好賺,hau3 can4
自命,cu4 min4
俾人打,bi1 ngin2 da3
上官,song4 gon1
一丁,yit5 den1
唔少人,m1 sau3 ngin2
定影,tin4 yang3
經商,gin1 song1
冇興趣,mau2 hin4 ci4
滿天,man1 tien1
屈人,kiut5 ngin2
但好似,tan4 hau3 su4
執董,zip5 dung3
食咩,sit6 me1
執起,zip5 hi3
傳道,con2 tau4
落户,lok6 fu4
慎重,sin3 cung4
兩個鐘,liong1 go4 zung1
要坐,yau4 co4
應該得,yin1 goi1 det5
要整,yau4 zin3
手打,siu3 da3
可以食,ko3 yi1 sit6
唔好食,m1 hau3 sit6
尿道,ngiau4 tau4
運毒,yun4 tuk6
酋長,yiu2 zong3
斷食,ton4 sit6
相通,siong1 tung1
可能你,ko3 len2 li3
怕事,pa4 su4
為伍,vui2 ng3
食糧,sit6 liong2
榜上有名,bong3 song4 yiu1 min2
重審,cung2 sim3
從商,cung2 song1
攞正牌,lo3 zin4 pai2
少過,sau3 go4
番話,fan1 va4
凝聚力,ngien2 ci4 lit6
患難,fam4 lan4
便便,pien4 pien4
你明,li3 min2
冠絕,gon4 ciet6
冇去,mau2 hi4
判斷力,pan4 ton4 lit6
太少,tai4 sau3
乾坤,kien2 kun1
冇行,mau2 hong2
花車,fa1 ca1
惜身,siak5 sin1
將於,ziong1 yi1
唔好亂,m1 hau3 lon4
婦科,fu4 ko1
同埋你,tung2 mai2 li3
不好,but5 hau3
經手,gin1 siu3
時興,si2 hin1
少可,sau3 ko3
好可愛,hau3 ko3 oi4
經濟圈,gin1 zi4 kien1
打對台,da3 dui4 toi2
安居樂業,on1 gi1 lok6 ngiap6
點好,diam3 hau3
唔係冇,m1 he4 mau2
柯打,ko1 da3
應該仲,yin1 goi1 cung4
中二,zung1 ngi4
壁畫,biak5 fa4
乾身,gon1 sin1
行緊,hang2 gin3
成班人,sang2 ban1 ngin2
坐艇,co1 tiang3
近戰,kiun4 zien4
應邀,yin4 yau1
斷纜,ton1 lam4
墜毀,cui4 fui3
娛樂場,ngu2 lok6 cong2
唔好出,m1 hau3 cut5
我好似,ngo1 hau3 su4
行醫,hang2 yi1
成日覺得,sang2 ngit5 gok5 det5
成日覺得,sin2 ngit5 gok5 det5
伯樂,bak5 lok6
驚心,gin1 sim1
烏托邦,vu1 tok5 bong1
食雪糕,sit6 siet5 gau1
盛載,sin2 zoi4
婦產科,fu4 san3 ko1
頭上,teu2 song4
散光,san3 gong1
相安無事,siong1 on1 vu2 su4
塵埃落定,cin4 ai1 lok6 tin4
諗清楚,lem3 cin1 co3
道義,tau4 ngi4
偷影,teu1 yang3
鎚仔,cui2 zai3
學名,hok6 miang2
轉眼間,zon3 ngan3 gan1
近親,kiun4 cin1
齊聲,ce2 sang1
息息相關,sit5 sit5 siong1 gan1
避重就輕,pi4 cung1 ciu4 kiang1
看重,kon4 cung1
上策,song4 cak5
易燃,yi4 yen2
平均值,pin2 giun1 cit6
有下,yiu1 ha4
好期待,hau3 ki2 toi4
好仔,hau3 zai3
調派,tiau4 pai4
輕盈,kiang1 yin2
有張,yiu1 zong1
唔好去,m1 hau3 hi4
輕描淡寫,kiang1 miau2 tam4 sia3
重慶大廈,cung2 kin4 tai4 ha4
禁不住,gim4 but5 cu4
經歷過,gin1 lit6 go4
打冷震,da3 lang1 zin3
唔平,m1 piang2
食蕉,sit6 ziau1
數落,su4 lok6
打直,da3 cit6
遣散,kien3 san4
仲差,cung4 ca1
作惡,zok5 ok5
哪兒,lai4 yi2
婆仔,po2 zai3
差過,ca1 go4
混為一談,fun3 vui2 yit5 tam2
行為不檢,hang2 vui2 but5 giam3
平起平坐,pin2 hi3 pin2 co4
落地獄,lok6 ti4 ngiuk6
自轉,cu4 zon4
不經不覺,but5 gin1 but5 gok5
麻省,ma2 sen3
航道,hong2 tau4
一時之間,yit5 si2 zu1 gan1
亮度,liong4 tu4
廣為,gong3 vui2
諗頭,lem3 teu2
烏溪沙,vu1 kai1 sa1
點諗,diam3 lem3
兩部,liong1 pu4
麻將,ma2 ziong4
內斂,lui4 liam3
朝代,cau2 toi4
射燈,sa4 den1
有影響,yiu1 yang3 hiong3
抄家,cau1 ga1
唔公平,m1 gung1 pin2
鐵皮,tiet5 pi2
調升,tiau4 sin1
好恐怖,hau3 kiung3 bu4
三高,sam1 gau1
中頭獎,zung4 teu2 ziong3
靈敏,lin2 men3
着眼,cok6 ngan3
八達通卡,bat5 tat6 tung1 kat6
親力親為,cin1 lit6 cin1 vui2
霧水,vu4 sui3
拍到,pok5 dau4
墜機,cui4 gi1
不應,but5 yin1
打獵,da3 liap6
四眼仔,si4 ngan3 zai3
更年期,gang1 ngien2 ki2
好清楚,hau3 cin1 co3
類近,lui4 kiun4
搬家,ban1 ga1
鐵道,tiet5 tau4
當住,dong1 cu4
上進心,song4 zin4 sim1
晚安,man1 on1
成婚,sin2 fun1
核數,het6 su4
探究,tam4 giu4
高難,gau1 lan2
敬重,gin4 cung4
得來不易,det5 loi2 but5 yi4
通靈,tung1 lin2
極其量,kit6 ki2 liong4
惡鬥,ok5 deu4
再推,zai4 tui1
參軍,cam1 giun1
少將,sau4 ziong4
長時間,cong2 si2 gan4
課長,ko4 zong3
地攤,ti4 tan1
概要,kai3 yau4
樂事,lok6 su4
唔重要,m1 cung4 yau4
唔好彩,m1 hau3 cai3
背向,boi4 hiong4
儲值卡,su2 cit6 kat6
難得一見,lan2 det5 yit5 gien4
鑽牛角尖,zon4 ngiu2 gok5 ziam1
欺善怕惡,ki1 sen4 pa4 ok5
全相,cien2 siong4
縮影,suk5 yang3
吊命,diau4 miang4
男校,lam2 gau3
冇理由,mau2 li1 yiu2
名份,min2 fun4
名分,min2 fun4
扎鐵,zat5 tiet5
你同我,li3 tung2 ngo1
堅定不移,gien1 tin4 but5 yi2
青天,ciang1 tien1
正到,zang4 dau4
觀測,gon1 cet5
黑卡,het5 kat6
指鹿為馬,zi3 luk6 vui2 ma1
搭乘,dap5 sin2
行乞,hang2 ket5
兩名,liong1 min2
能見度,len2 gien4 tu4
資質,zu1 zit5
好熱,hau3 ngiet6
正方,zin4 fong1
錯配,co4 pui4
滯後,ce4 heu4
三條,sam1 tiau2
泥頭車,lai2 teu2 ca1
度假村,tu4 ga3 cun1
毒癮,tuk6 yin3
落毒,lok6 tuk6
浸浴,zim4 yuk5
矯正,giau3 zin4
精確,zin1 kok5
兩種,liong1 zung3
外省,ngoi4 sen3
藍精靈,lam2 zin1 lin2
處處,cu4 cu3
處處,cu3 cu4
敲定,kau1 tin4
頂癮,din3 yin3
放監,fong4 gam1
習以為常,sip6 yi1 vui2 song2
街拍,gai1 pok5
樂手,ngok6 siu3
都有機會,du1 yiu1 gi1 fui4
自重,cu4 cung4
入境處,ngip6 gin3 cu3
風乾,fung1 gon1
益處,yit5 cu4
乜都冇,mak5 du1 mau2
聊天室,liau2 tien1 sit5
要為,yau4 vui4
順從,sun4 cung2
落客,lok6 hak5
三千,sam1 cien1
生日快樂,sang1 ngit5 kai4 lok6
經痛,gin1 tung4
鞋墊,hai2 tiap6
三百,sam1 bak5
炒散,cau3 san3
派定,pai4 tin4
夜行,ya4 hang2
買定,mai1 tin4
掛名,ga4 miang2
車震,ca1 zin3
平實,pin2 sit6
剝落,bok5 lok6
好得意,hau3 det5 yi4
眼中釘,ngan3 zung1 dang1
側重,zet5 cung4
道地,tau4 ti4
好強,hau3 kiong2
煮飯仔,zu3 fan4 zai3
驚到,giang1 dau4
大打出手,tai4 da3 cut5 siu3
大陣仗,tai4 cin4 cong4
交待,gau1 toi4
食豬,sit6 zu1
雜質,cap6 zit5
好長,hau3 cong2
咩話,me1 va4
見步行步,gien4 pu4 hang2 pu4
即晚,zit5 man1
好奇怪,hau3 ki2 gai4
配種,pui4 zung3
獨當一面,tuk6 dong1 yit5 mien4
部車,pu4 ca1
坐姿,co4 zu1
上乘,song4 sin4
掃興,sau4 hin4
好熟,hau3 suk6
一夜之間,yit5 ya4 zu1 gan1
濫交,lam4 gau1
高強,gau1 kiong2
想喊,siong3 ham4
會社,fui4 sa1
長命百歲,cong2 miang4 bak5 soi4
離間,li2 gan4
架撐,ga4 cang1
結他手,giet5 ta1 siu3
差少少,ca1 sau3 sau3
三軍,sam1 giun1
巴打們,ba1 da3 mun2
海難,hoi3 lan4
天婦羅,tien1 fu4 lo2
交數,gau1 su4
殺你,sat5 li3
吊車,diau4 ca1
成衣,sin2 yi1
讀書人,tuk6 su1 ngin2
成見,sin2 gien4
磨滅,mo2 miet6
禁書,gim4 su1
散仔,san3 zai3
對調,dui4 tiau4
相親,siong1 cin1
車死,ca1 si3
唔好放,m1 hau3 fong4
麥樂雞,mak6 lok6 gai1
打得好,da3 det5 hau3
白話,pak6 va4
昏倒,fun1 dau3
毛公仔,mau1 gung1 zai3
山長水遠,san1 cong2 sui3 yen3
袋袋平安,toi4 toi4 pin2 on1
感覺到,gam3 gok5 dau4
臉紅,liam3 fung2
十三,sip6 sam1
前後腳,cien2 heu4 giok5
打撈,da3 leu2
點解冇,diam3 gai3 mau2
中台,zung1 toi2
暴利,pau4 li4
冇解,mau2 gai3
落海,lok6 hoi3
臉龐,liam3 pong2
評定,pin2 tin4
暗地裏,am4 ti4 li1
背地裏,boi4 ti4 li1
袖手旁觀,ciu4 siu3 pong2 gon1
淡忘,tam4 mong4
包車,bau1 ca1
調轉,tiau4 zon3
其實已經,ki2 sit6 yi3 gin1
烏雞,vu1 gai1
避難所,pi4 lan4 so3
同種,tung2 zung3
轉述,zon3 sut6
撈起,lau1 hi3
敲打,kau1 da3
雕刻,diau1 ket5
影圈,yang3 kien1
執拾,zip5 sip6
