char,pron
攝灶罅,sip2 zäu1 la1
消毒碗櫃,siu1 duk6 wung2 gwäi6
少管閒事,siu2 gwung2 hæng4 si6
少食多滋味,siu2 säk6 do1 zi1 mi6
笑臉相迎,siu1 lim1 söng1 yäng4
相交數,söng1 gau1 su1
上髀,söng6 bi2
上杭,söng6 hong4
數手指,su2 säu2 zi2
數台,su1 töi4
屬象,suk6 zöng6
太陽輻射,tai1 yöng4 fuk2 se6
彈撥,tæng4 buk6
彈墨,tæng4 mäk6
天下為家,ting1 ha6 wäi4 ga1
天樂里,ting1 lok6 li1
挑三揀四,tiu1 sam1 gæng2 si1
跳舞蘭,tiu1 mu1 læng4
調羹,tiu4 gäng1
調酒器,tiu4 zäu2 hi1
桃花心木,täu4 fa1 säm1 muk6
淘古井,täu4 gwu2 zäng2
肚唔肚餓,tu1 m4 tu1 ngo6
同道者,tung4 däu6 ze2
畫屏,wa6 bäng2
話裏有話,wa6 li1 yäu1 wa6
歪打正着,wai1 da2 zäng1 zök6
壞種,wai6 zung2
遺著,wäi4 zü1
位極人臣,wäi6 gik6 yäng4 säng4
永隆銀行,wäng1 lung4 ngäng4 hong4
和味龍,wo4 mi6 lung4
黃道吉日,wong4 däu6 gäk2 yäk6
王馨平,wong4 häng1 päng4
黃嶺,wong4 leng1
户口制度,wu6 häu2 zäi1 du6
會澤,wui6 zäk6
揸住支咪,za1 zü6 zi1 mäi1
側視,zäk2 si6
針山,zäm1 sæng1
真好彩,zäng1 häu2 cöi2
曾綺婷,zäng1 yi2 täng4
爭名奪利,zäng1 mäng4 dük6 li6
曾外祖父,zäng1 wui6 zu2 fu6
曾祖父母,zäng1 zu2 fu6 mu1
周打魚湯,zäu1 da2 yü4 tong1
謝絕參觀,ze6 zük6 cam1 gwung1
紫質症,zi2 zäk2 zäng1
自行車賽,zi6 häng4 ce1 cöi1
自立自強,zi6 läp6 zi6 köng4
正月初二,zäng1 ngük6 co1 yi6
精神性,zäng1 säng4 säng1
整齊劃一,zäng2 cäi4 wæk6 yäk2
整冧,zäng2 läm1
折疊式,zik2 dip6 säk2
招貼畫,ziu1 tip2 wa6
阻難,zo2 næng6
坐席,zo6 zäk6
雀食,zök2 säk6
栽倒,zöi1 däu1
裝卸工,zong1 se1 gung1
中華基金,zung1 wa4 gi1 gäm1
忠貞不二,zung1 zäng1 bäk2 yi6
縱橫天下,zung1 wæng4 ting1 ha6
主打品牌,zü2 da2 bäng2 pai4
專線電話,züng1 sing1 ding6 wa2
轉產,züng2 cæng2
鑽卡,züng1 ka1
絕無花假,zük6 mu4 fa1 ga2
巴塞爾,ba1 cöi1 yi1
疤痕組織,ba1 häng4 zu2 zäk2
敗家精,bai6 ga1 zäng1
百思莫解,bæk2 si1 mok6 gai2
白板仔,bæk6 bæng2 zäi2
板起塊面,bæng2 hi2 fai1 ming6
板長壽司,bæng2 zöng2 säu6 si1
包搞掂,bau1 gau2 dim6
飽和狀態,bau2 wo4 zong6 tai1
品質管制,bäng2 zäk2 gwung2 zäi1
不懂裝懂,bäk2 dung2 zong1 dung2
不成文法,bäk2 säng4 mäng4 fæk2
不調和,bäk2 tiu4 wo4
鼻青眼腫,bi6 ceng1 ngæng1 zung2
便宜行事,bing6 yi4 häng4 si6
兵強馬壯,bäng1 köng4 ma1 zong1
波瀾起伏,bo1 læng4 hi2 fuk6
波昂,bo1 ngong4
波批,bo1 päi1
報生,bäu1 sæng1
步行區,bu6 häng4 kü1
暴洪,bäu6 hung4
背包遊,bui1 bau1 yäu4
背逆,bui1 yäk6
卜卜米,buk2 buk2 mai1
茶果嶺道,ca4 gwo2 leng1 däu6
差旅費,cai1 lü1 fäi1
殘羹剩飯,cæng4 gäng1 säng6 fæng6
齊頭並進,cäi4 täu4 bäng6 zäng1
齊聚一堂,cäi4 zü6 yäk2 tong4
陳潔靈,cäng4 gik2 läng4
七拼八湊,cäk2 päng1 bæk2 cäu1
秋茄,cäu1 kö4
車公廟路,ce1 gung1 miu6 lu6
請喝茶,ceng2 fuk2 ca4
簽名簿,cim1 mäng4 bu2
清油,cäng1 yäu4
青面獠牙,cäng1 ming6 liu4 nga4
青雲直上,cäng1 wäng4 zäk6 söng1
潮州音樂,ciu4 zäu1 yäm1 ngok6
錯層,co1 cäng4
長春籐,cöng4 cäng1 täng4
長蟲,cöng4 cung4
長江實業,cöng4 gong1 säk6 yip6
長沙市,cöng4 sa1 si1
長洲區,cöng4 zäu1 kü1
採食,cöi2 säk6
倉惶,cong1 wong4
牀下底,cong4 ha6 däi2
粗齋,cu1 zai1
重操舊業,cung4 cäu1 gäu6 yip6
重辣,cung1 læk6
重量訓練,cung1 löng6 fäng1 ling6
穿着打扮,cüng1 zök2 da2 bæng6
傳報,cüng4 bäu1
傳燈,cüng4 däng1
傳聞證據,cüng4 mäng4 zäng1 gü1
打暗號,da2 äm1 häu6
打赤膊,da2 cek2 bok2
打翻身仗,da2 fæng1 säng1 zöng1
打個折,da2 go1 zik2
打輸數,da2 sü1 su1
打橫瞓,da2 wæng4 fäng1
打針雞,da2 zäm1 gäi1
大白話,dai6 bæk6 wa2
大飲大食,dai6 yäm2 dai6 säk6
大食細,dai6 säk6 säi1
大頭釘,dai6 täu4 däng1
擔沙塞海,dam1 sa1 säk2 fui2
單核細胞,dæng1 häk6 säi1 bau1
遞降,däi6 gong1
第二副,däi6 yi6 fu1
登報聲明,däng1 bäu1 säng1 mäng4
等一會兒,däng2 yäk2 wui6 yi4
凸面,däk6 ming6
地縫,di6 fung4
糴米,dek6 mai1
滴管,däk6 gwung2
靛青,ding6 ceng1
跌打損傷,dik2 da2 süng2 söng1
多除少補,do1 cü4 siu2 bu2
刀耕火種,däu1 gæng1 fo2 zung1
倒糞,däu2 fäng1
倒開,däu2 fui1
道德困境,däu6 däk2 kwäng1 gäng2
稻荷壽司,däu6 ho4 säu6 si1
讀唔讀書,duk6 m4 duk6 sü1
讀成點,duk6 säng4 dim2
短波長,düng2 bo1 cöng4
斷語,düng1 yü1
斷層線,düng6 cäng4 sing1
花前月下,fa1 cing4 ngük6 ha6
花假,fa1 ga2
花生仁,fa1 säng1 yäng4
反空降,fæng2 hung1 gong1
反面人物,fæng2 ming6 yäng4 mäk6
犯難,fæng6 næng4
發個好夢,fæk2 go1 häu2 mung6
發仔寒,fæk2 zäi2 fung4
徽墨,fäi1 mäk6
廢話連篇,fäi1 wa2 ling4 ping1
粉嶺圍,fäng2 leng1 wäi4
佛口蛇心,fäk6 häu2 se4 säm1
否決票,fäu2 kük2 piu1
浮滑,fäu4 wæk6
飛行記錄,fi1 häng4 gi1 luk6
科學館道,fo1 hok6 gwung2 däu6
苦差事,fu2 cai1 si6
虎鉗,fu2 kim4
副廠長,fu1 cong2 zöng2
輻射能,fuk2 se6 näng4
瘋話,fung1 wa2
加大油門,ga1 dai6 yäu4 mung4
假條,ga1 tiu4
介紹錯,gai1 siu6 co1
隔行掃描,gæk2 hong4 säu1 miu4
隔油池,gæk2 yäu4 ci4
減壓症,gam2 æk2 zäng1
艱難險阻,gæng1 næng4 him2 zo2
金錢萬能,gäm1 cing4 mæng6 näng4
甘肅省,gäm1 suk2 sæng2
感覺器官,gäm2 gok2 hi1 gwung1
跟手尾,gäng1 säu2 mi1
更遞,gäng1 däi6
更正錯誤,gäng1 zäng1 co1 ng6
更高性能,gäng1 gäu1 säng1 näng4
急凍食物,gäp2 dung1 säk6 mäk6
舊山頂道,gäu6 sæng1 deng2 däu6
堅強不屈,ging1 köng4 bäk2 wäk2
健康飲食,ging6 hong1 yäm2 säk6
經濟作物,gäng1 zäi1 zok2 mäk6
勁到無倫,gäng6 däu1 mu4 läng4
潔身自好,gik2 säng1 zi6 häu2
改良品種,gwui2 löng4 bäng2 zung2
乾瞪眼,gung1 cäng4 ngæng1
乾渴,gung1 fuk2
乾酪,gung1 lok6
鋼片琴,gong1 ping2 käm4
降旨,gong1 zi2
高清晰度,gäu1 cäng1 säk2 du6
估摸,gwu2 mo2
古為今用,gwu2 wäi4 gäm1 yung6
管道運輸,gwung2 däu6 wäng6 sü1
公共道德,gung1 gung6 däu6 däk2
寡廉鮮恥,gwa2 lim4 sing1 ci2
掛唔掛住,gwa1 m4 gwa1 zü6
掛礙,gwa1 wui6
貴族身份,gwäi1 zuk6 säng1 fäng6
下水管,ha6 söi2 gwung2
行得累,hæng4 däk2 löi6
刻薄寡恩,häk2 bok6 gwa2 yäng1
黑命貴,häk2 mäng6 gwäi1
很卡,häng2 ka1
行有餘力,häng4 yäu1 yü4 läk6
合成代謝,häp6 säng4 döi6 ze6
核爆炸,häk6 bau1 za1
核裝置,häk6 zong1 zi1
厚德載物,häu1 däk2 zöi1 mäk6
汽艇,hi1 täng1
吃螺絲,hek2 lo4 si1
吃皇糧,hek2 wong4 löng4
響按聲,höng2 wung1 säng1
海濱道,fui2 bäng1 däu6
學成歸國,hok6 säng4 gwäi1 gwok2
好趁手,häu2 cäng1 säu2
好醜怪,häu2 cäu2 gwai1
好多晚,häu2 do1 mæng1
好易話為,häu2 yi6 wa6 wäi4
好熱氣,häu2 ngik6 hi1
皓首,häu6 säu2
空中飄浮,hung1 zung1 piu1 fäu4
洪福齊天,hung4 fuk2 cäi4 ting1
鴻福齊天,hung4 fuk2 cäi4 ting1
血液凝結,hük2 yäk6 yäng4 gik2
血氧含量,hük2 yöng1 häm4 löng6
血仇,hük2 säu4
陰險毒辣,yäm1 him2 duk6 læk6
音樂感,yäm1 ngok6 gäm2
音樂之聲,yäm1 ngok6 zi1 säng1
忍辱偷生,yäng1 yuk6 täu1 säng1
印度文,yäng1 du6 mäng4
人生舞台,yäng4 säng1 mu1 töi4
引體向上,yäng1 täi2 höng1 söng6
一皇兩后,yäk2 wong4 löng1 häu6
有仇口,yäu1 säu4 häu2
惹火燒身,ye1 fo2 siu1 säng1
醫療經驗,yi1 liu4 gäng1 yim6
以強凌弱,yi1 köng4 läng4 yök6
逆數,yäk6 su1
咽炎,ying1 yim4
言行合一,ying4 häng6 häp6 yäk2
頁尾,yip6 mi1
業精於勤,yip6 zäng1 yü1 käng4
遙控車,yiu4 hung1 ce1
肉墊,yuk6 zing1
喁喁,yung4 yung4
冤仇,yüng1 säu4
怨命,yüng1 mäng6
玄參,yüng4 säm1
軟釘子,yüng1 deng1 zi2
卡拉卡斯,ka1 lai1 ka1 si1
禽獸行為,käm4 säu1 häng4 wäi4
棋高一着,ki4 gäu1 yäk2 zök6
繪聲繪色,kwui2 säng1 kwui2 säk2
葵盛西,kwäi4 säng4 säi1
拉衫尾,lai1 sam1 mi1
拉頭纜,lai1 täu4 lam6
禮教吃人,läi1 gäu1 hek2 yäng4
荔枝核,läi6 zi1 wäk6
臨朝,läm4 ciu4
林奮強,läm4 fäng1 köng4
臨渴掘井,läm4 fuk2 gwäk6 zäng2
立著,läp6 zü1
流量計,läu4 löng6 gäi1
李思雅,li1 si1 nga1
李贄,li1 zi1
濾波器,lü6 bo1 hi1
零食物語,läng4 säk6 mäk6 yü1
另請高明,läng6 cäng2 gäu1 mäng4
聊齋志異,liu4 zai1 zi1 yi6
兩邊倒,löng1 bing1 däu2
兩朵,löng1 do2
兩瓶,löng1 päng4
落草為寇,lok6 cäu2 wäi4 käu1
狼毒,long4 duk6
狼過華秀,long4 gwo1 wa4 säu1
爐頂,lu4 deng2
老牛破車,läu1 ngäu4 po1 ce1
老實商人,läu1 säk6 söng1 yäng4
龍眼乾,lung4 ngæng1 gung1
龍潭虎穴,lung4 tam4 fu2 yük6
馬尾松,ma1 mi1 cung4
賣小強,mai6 siu2 köng4
賣斷市,mai6 tüng1 si1
麥霸,mæk6 ba1
麥芽糖醇,mæk6 nga4 tong4 säng4
紋面,mäng4 ming6
文山會海,mäng4 sæng1 wui6 fui2
未受精,mi6 säu6 zäng1
未置可否,mi6 zi1 ho2 fäu2
面帶愁容,ming6 dai1 säu4 yung4
面晤,ming6 ng6
面黃肌瘦,ming6 wong4 gi1 säu1
明眸皓齒,mäng4 mäu4 häu6 ci2
摩西五經,mo1 säi1 ng1 gäng1
磨盤,mo4 pung4
妄斷,mong1 düng1
無機可乘,mu4 gi1 ho2 säng4
梅花點,mui4 fa1 dim2
瞞上欺下,mung4 söng6 hi1 ha6
悶聲不響,mung6 säng1 bäk2 höng2
抹灰,muk2 fui1
沒人住,muk6 yäng4 zü6
沒水平,muk6 söi2 päng4
乸口乸面,na2 häu2 na2 ming6
那碗,na1 wung2
男婚女嫁,nam4 fäng1 nü1 ga1
凹進,näp2 zäng1
彌散,ni4 sæng1
女乘務員,nü1 säng4 mu6 yüng4
吳柏男,ng4 pæk2 nam4
五二三,ng1 yi6 sam1
五丈,ng1 zöng6
芽菜仔,nga4 cöi1 zäi2
捱時間,ngai4 si4 gæng1
咬耳朵,ngau1 yi1 do2
外甥仔,wui6 säng1 zäi2
年富力強,ning4 fu1 läk6 köng4
腦閉塞,näu1 bäi1 säk2
惡搞文化,ok2 gau2 mäng4 fa1
憑照,päng4 ziu1
平方公分,päng4 fong1 gung1 fäng6
平攤,päng4 tæng1
三年五載,sam1 ning4 ng1 zöi2
三朝兩日,sam1 ziu1 löng1 yäk6
山卡拉,sæng1 ka1 lai1
山尾,sæng1 mi1
山棯,sæng1 nim1
散兵坑,sæng2 bäng1 hæng1
散戲,sæng1 hi1
生啤酒,sæng1 be1 zäu2
省儉,sæng2 gim6
省縣,sæng2 yüng6
筲箕灣道,sau1 gi1 wæng1 däu6
使牛,säi2 ngäu4
心靈手巧,säm1 läng4 säu2 hau2
審核權,säm2 häk6 küng4
新都廣場,säng1 du1 gwong2 cöng4
神差鬼使,säng4 cai1 gwäi2 si2
神推鬼使,säng4 töi1 gwäi2 si2
生物界,säng1 mäk6 gai1
十二地支,säp6 yi6 di6 zi1
失物招領,säk2 mäk6 ziu1 läng1
膝上舞,säk2 söng6 mu1
首腦會晤,säu2 näu1 wui6 ng6
手抓羊肉,säu2 zau2 yöng4 yuk6
蛇頭鼠眼,se4 täu4 sü2 ngæng1
四百二十,si1 bæk2 yi6 säp6
腥臊,säng1 säu1
水球賽,söi2 käu4 cöi1
水牛城,söi2 ngäu4 säng4
水平儀,söi2 päng4 yi4
使唔使用,si2 m4 si2 yung6
時間廊,si4 gæng1 long4
士的車,si6 däk2 ce1
食不果腹,säk6 bäk2 gwo2 fuk2
食唔食飯,säk6 m4 säk6 fæng6
食物櫃,säk6 mäk6 gwäi6
食粥水,säk6 zuk2 söi2
禪理,sim4 li1
醒世恆言,säng2 säi1 häng4 ying4
性偏好,säng1 ping1 häu1
乘鶴,säng4 hok6
乘其不備,säng4 ki4 bäk2 bi6
繩墨,säng4 mäk6
盛舉,säng6 gü2
少一條毛,siu2 yäk2 tiu4 mäu4
少條毛,siu2 tiu4 mäu4
疏淡,so1 dam6
疏窿,so1 lung1
鎖掣,so2 zäi1
相對而坐,söng1 döi1 yi4 co1
相契,söng1 käi1
相同名字,söng1 tung4 mäng4 zi6
相命,söng1 mäng6
常盛街,söng4 säng6 gai1
上頁,söng6 yip6
上皮組織,söng6 pi4 zu2 zäk2
數據通信,su1 gü1 tung1 säng1
掃尾,säu1 mi1
數尾,su1 mi1
數枚,su1 mui4
素質差,su1 zäk2 ca1
樹碑立傳,sü6 bi1 läp6 züng6
旋轉台,süng4 züng2 töi4
太平山街,tai1 päng4 sæng1 gai1
淡茂茂,tam1 mäu6 mäu6
攤長,tæng1 cöng4
投機倒把,täu4 gi1 däu2 ba2
天差地遠,ting1 ca1 di6 yüng1
天下一家,ting1 ha6 yäk2 ga1
天后廟道,ting1 häu6 miu6 däu6
天女散花,ting1 nü1 sæng1 fa1
填塞物,ting4 säk2 mäk6
貼生,tip2 säng1
鐵血宰相,tik2 hük2 zöi2 söng1
挑毛病,tiu1 mäu4 beng6
討便宜,täu2 ping4 yi4
通俗易懂,tung1 zuk6 yi6 dung2
華德中,wa4 däk2 zung1
橫征暴斂,wæng4 zäng1 bäu6 lim1
橫徵暴斂,wæng4 zäng1 bäu6 lim1
橫正暴斂,wæng4 zäng1 bäu6 lim1
芸芸眾生,wäng4 wäng4 zung1 säng1
暈針,wäng4 zäm1
運行方式,wäng6 häng4 fong1 säk2
鬱鬱不樂,wäk2 wäk2 bäk2 lok6
和平利用,wo4 päng4 li6 yung6
和平鳥,wo4 päng4 niu1
黃格仔,wong4 gæk2 zäi2
湖翠路,wu4 cöi1 lu6
護士室,wu6 si6 säk2
互相連接,wu6 söng1 ling4 zip2
玩具站,wung6 gü6 zam6
斟生意,zäm1 sæng1 yi1
爭面子,zäng1 ming6 zi2
質量檢查,zäk2 löng6 gim2 ca4
質譜,zäk2 pu2
質譜儀,zäk2 pu2 yi4
窒下窒下,zäk6 ha1 zäk6 ha1
借讀,ze1 duk6
井田制,zäng2 ting4 zäi1
進度表,zäng1 du6 biu2
支使,zi1 säi2
止痛片,zi2 tung1 ping2
知識寶庫,zi1 säk2 bäu2 fu1
自由散漫,zi6 yäu4 sæng2 mæng6
矽晶片,zäk6 zäng1 ping1
墊肩,zing1 ging1
精當,zäng1 dong1
精神財富,zäng1 säng4 cöi4 fu1
淨飲,zäng6 yäm2
靜脈點滴,zäng6 mæk6 dim2 däk6
坐收漁利,zo6 säu1 yü4 li6
鑿壁偷光,zok6 bäk2 täu1 gwong1
裝點門面,zong1 dim2 mung4 ming6
莊月明,zong1 ngük6 mäng4
中法戰爭,zung1 fæk2 zing1 zäng1
中間界,zung1 gæng1 gai1
中和劑,zung1 wo4 zäi1
中大伏,zung1 dai6 fuk6
專案經理,züng1 wung1 gäng1 li1
轉變過程,züng2 bing1 gwo1 cäng4
轉駁,züng2 bok2
絕對數字,zük6 döi1 su1 zi6
惡死能登,ok2 si2 näng4 däng1
惡屎能登,ok2 si2 näng4 däng1
刻苦努力,hæk2 fu2 nu1 läk6
逛下,kwæng1 ha1
壓板,æk2 bæng2
壓寶,æk2 bäu2
百幾間,bæk2 gi2 gæng1
百裏挑一,bæk2 li1 tiu1 yäk2
百靈鳥,bæk2 läng4 niu1
百米賽跑,bæk2 mai1 cöi1 pau2
八大元老,bæk2 dai6 yüng4 läu1
八番,bæk2 fæng1
八丈,bæk2 zöng6
包產,bau1 cæng2
包大人,bau1 dai6 yäng4
鮑甫,bau1 pu2
包種,bau1 zung2
不以為苦,bäk2 yi1 wäi4 fu2
拔取,bäk6 cü2
比量,bi2 löng4
被保人,bi6 bäu2 yäng4
餅乾盒,beng2 gung1 häp6
別着急,bik6 zök6 gäp2
波蕩,bo1 dong6
波西米亞,bo1 säi1 mai1 a1
薄荷腦,bok6 ho4 näu1
補衫,bu2 sam1
報仇雪恥,bäu1 säu4 sük2 ci2
暴冷暴熱,bäu6 læng1 bäu6 ngik6
暴走漫畫,bäu6 zäu2 mæng6 wa6
背倚,bui1 yi2
背語,bui1 yü1
貝卡谷地,bui1 ka1 guk2 di6
背簍,bui1 läu1
焙乾,bui6 gung1
茶點時間,ca4 dim2 si4 gæng1
差佬開槍,cai1 läu2 fui1 cöng1
柴魚片,cai4 yü4 ping2
齊膝,cäi4 säk2
趁便,cäng1 bing6
七打,cäk2 da1
醜相,cäu2 söng1
遒勁,cäu4 gäng6
刺癢,ci1 yöng1
磁片,ci4 ping2
青工,cäng1 gung1
青紅幫,cäng1 hung4 bong1
請求寬恕,cäng2 käu4 fung1 sü1
情緒商數,cäng4 söi1 söng1 su1
切近,cik2 gäng6
超大聲,ciu1 dai6 säng1
峭拔,ciu1 bäk6
坐穩船,co1 wäng2 süng4
唱詩班,cöng1 si1 bæng1
長板凳,cöng4 bæng2 däng1
長短句,cöng4 düng2 gü1
長期共存,cöng4 ki4 gung6 cüng4
長袍馬褂,cöng4 päu4 ma1 gwa1
長山,cöng4 sæng1
長壽香,cöng4 säu6 höng1
采聲,cöi2 säng1
醋勁,cu1 gäng6
曹達華,cäu4 dæk6 wa4
速讀法,cuk2 duk6 fæk2
重樣,cung4 yöng6
重孫,cung4 süng1
傳布,cüng4 bu1
傳輸服務,cüng4 sü1 fuk6 mu6
傳頌千古,cüng4 zung6 cing1 gwu2
打爆缸,da2 bau1 gong1
打爆油缸,da2 bau1 yäu4 gong1
打到開花,da2 däu1 fui1 fa1
打棍子,da2 gwäng1 zi2
打唔打算,da2 m4 da2 süng1
打死無怨,da2 si2 mu4 yüng1
打颱風,da2 töi4 fung1
大家都去,dai6 ga1 du1 hü1
大網仔,dai6 mong1 zäi2
單口相聲,dæng1 häu2 söng1 säng1
單相思,dæng1 söng1 si1
低產量,däi1 cæng2 löng6
低首下心,däi1 säu2 ha6 säm1
第二方,däi6 yi6 fong1
遞質,däi6 zäk2
德望學校,däk2 mong6 hok6 hau6
抌落,däm2 lok6
鄧中華,däng6 zung1 wa4
頂板,deng2 bæng2
對得上,döi1 däk2 söng1
噸數,däng1 su1
的士夠格,däk2 si6 gäu1 gæk2
滴答聲,däk6 dap2 säng1
電話信號,ding6 wa2 säng1 häu6
叮噹響,däng1 dong1 höng2
頂艇,däng2 täng1
頂針,däng2 zäm1
頂趾,däng2 zi2
頂住條氣,däng2 zü6 tiu4 hi1
丟面子,diu1 ming6 zi2
釣艇,diu1 täng1
度街,dok6 gai1
度身做衫,dok6 säng1 zu6 sam1
倒打一耙,däu2 da2 yäk2 pa4
讀脣,duk6 säng4
動態更新,dung6 tai1 gäng1 säng1
傀儡戲,fai1 löi1 hi1
快樂幸福,fai1 lok6 häng6 fuk2
番客,fæng1 hæk2
反轉錄,fæng2 züng1 luk6
發暈,fæk2 wäng4
揮發油,fäi1 fæk2 yäu4
否定詞,fäu2 däng6 ci4
菲律賓話,fi1 läk6 bäng1 wa2
科研小組,fo1 ying4 siu2 zu2
放浪不羈,fong1 long6 bäk2 gi1
附屬物,fu6 suk6 mäk6
輻射強度,fuk2 se6 köng4 du6
家爺仔乸,ga1 ye4 zäi2 na2
賈炳達道,ga2 bäng2 dæk6 däu6
假設語氣,ga2 cik2 yü1 hi1
賈第蟲,ga2 däi6 cung4
假性近視,ga2 säng1 gäng6 si6
嫁俾,ga1 bi2
解頤,gai2 yi4
解悟,gai2 ng6
解像力,gai2 zöng6 läk6
間腦,gæng1 näu1
甲胺,gap2 wung1
教育質量,gäu1 yuk6 zäk2 löng6
雞頭米,gäi1 täu4 mai1
今日打風,gäm1 yäk6 da2 fung1
金融風波,gäm1 yung4 fung1 bo1
金屬薄片,gäm1 suk6 bok6 ping2
九代單傳,gäu2 döi6 dæng1 cüng4
九分之一,gäu2 fäng6 zi1 yäk2
狗經,gäu2 gäng1
狗肉湯,gäu2 yuk6 tong1
亟待解決,gäk2 döi6 gai2 kük2
堅拿道西,ging1 na4 däu6 säi1
健康生活,ging6 hong1 säng1 wuk6
經濟週期,gäng1 zäi1 zäu1 ki4
潔淨無瑕,gik2 zäng6 mu4 ha4
嗰句話,go2 gü1 wa6
改轉,gwui2 züng1
講白話,gong2 bæk6 wa6
講實話,gong2 säk6 wa2
高檔服裝,gäu1 dong1 fuk6 zong1
孤老,gwu1 läu1
供油系統,gung1 yäu4 häi6 tung2
掛冠求去,gwa1 gwung1 käu4 hü1
貴婦狗,gwäi1 fu1 gäu2
貴婦人,gwäi1 fu1 yäng4
肱二頭肌,gwäng1 yi6 täu4 gi1
果句話,gwo2 gü1 wa6
郭少芸,gwok2 siu1 wäng4
捐褲襠,güng1 fu1 nong6
下不來,ha6 bäk2 löi4
下臂,ha6 bi1
下灣,ha6 wæng1
閒聊天,hæng4 liu4 ting1
敲敲打打,hau1 hau1 da2 da2
刻苦學習,häk2 fu2 hok6 zap6
刻意求工,häk2 yi1 käu4 gung1
行動主義,häng4 dung6 zü2 yi6
行李票,häng4 li1 piu1
核發電,häk6 fæk2 ding6
核鹼基,häk6 gæng2 gi1
核工程,häk6 gung1 cäng4
核子戰爭,häk6 zi2 zing1 zäng1
氣味相投,hi1 mi6 söng1 täu4
吃空餉,hek2 hung1 höng2
牽引車,hing1 yäng1 ce1
歇聲,hik2 säng1
可見度,ho2 ging1 du6
海泓道,fui2 wäng4 däu6
看街上,fung1 gai1 söng6
邯鄲學步,fung4 dæng1 hok6 bu6
好大數,häu2 dai6 su1
好好瞓,häu2 häu2 fäng1
好言好語,häu2 ying4 häu2 yü1
胸無城府,hung1 mu4 säng4 fu2
犬牙交錯,hüng2 nga4 gau1 co1
飲彈自盡,yäm2 dæng6 zi6 zäng6
吟風弄月,ngäm4 fung1 lung6 ngük6
一號波,yäk2 häu6 bo1
一號風球,yäk2 häu6 fung1 käu4
一兩本,yäk2 löng1 bung2
一兩晚,yäk2 löng1 mæng1
一片痴心,yäk2 ping1 ci1 säm1
游乾水,yäu4 gung1 söi2
油鹽醬醋,yäu4 yim4 zöng1 cu1
油棕,yäu4 zung1
耶青,ye4 cäng1
夜不成眠,ye6 bäk2 säng4 ming4
已經愛,yi1 gäng1 wui1
二等艙,yi6 däng2 cong1
二氧化錳,yi6 yöng1 fa1 mæng1
易逝,yi6 säi6
益胃生津,yäk2 wäi6 sæng1 zäng1
易志明,yäk6 zi1 mäng4
燕窩湯,ying1 wo1 tong1
英明果斷,yäng1 mäng4 gwo2 düng1
應考生,yäng1 hau2 sæng1
應用平台,yäng1 yung6 päng4 töi4
熱輻射,ngik6 fuk2 se6
約請,yök2 cäng2
楊玉梅,yöng4 yuk6 mui4
羊桃,yöng4 täu4
魚皮花生,yü4 pi4 fa1 säng1
遠隔重洋,yüng1 gæk2 cung4 yöng4
月光曲,ngük6 gwong1 kuk2
稽查人員,käi1 ca4 yäng4 yüng4
禁諗,gäm1 näm2
襟諗,käm1 näm2
茄科,kö4 fo1
喬裝打扮,kiu4 zong1 da2 bæng6
強烈願望,köng4 lik6 yüng6 mong6
強猛,köng4 mæng1
強作用力,köng4 zok2 yung6 läk6
抗壓性,kong1 æk2 säng1
拉纜,lai1 lam6
濫好人,lam1 häu2 yäng4
爛鬥爛,læng6 däu1 læng6
蠟油,lap6 yäu4
肋間肌,läk6 gæng1 gi1
立體照片,läp6 täi2 ziu1 ping2
留級生,läu4 käp2 sæng1
李源潮,li1 yüng4 ciu4
李蕙敏,li1 wäi6 mäng1
蕾絲花邊,löi4 si1 fa1 bing1
旅行裝備,lü1 häng4 zong1 bi6
輪暴,läng4 bäu6
拎便當,läng1 bing6 dong1
靈山,läng4 sæng1
靈舍,läng4 se1
領便當,läng1 bing6 dong1
攞便宜,lo2 ping4 yi4
鑼聲,lo4 säng1
兩棲部隊,löng1 cäi1 bu6 döi6
兩當,löng1 dong1
兩番,löng1 fæng1
兩開,löng1 fui1
兩路人馬,löng1 lu6 yäng4 ma1
兩廂情願,löng1 söng1 cäng4 yüng6
兩相情願,löng1 söng1 cäng4 yüng6
樂富廣場,lok6 fu1 gwong2 cöng4
老閉,läu1 bäi1
老蚌生珠,läu1 pong1 sæng1 zü1
老鼠窿,läu1 sü2 lung1
老丈,läu1 zöng6
六百二十,luk6 bæk2 yi6 säp6
祿位,luk6 wäi6
弄璋之喜,lung6 zöng1 zi1 hi2
馬有失蹄,ma1 yäu1 säk2 täi4
馬拉開波,ma1 lai1 fui1 bo1
萬丈光芒,mæng6 zöng6 gwong1 mong4
米仔蘭,mai1 zäi2 læng4
墨筆,mäk6 bäk2
民航班機,mäng4 hong4 bæng1 gi1
文華里,mäng4 wa4 li1
民族平等,mäng4 zuk6 päng4 däng2
謀刺,mäu4 ci1
謀食,mäu4 säk6
眉宇之間,mi4 yü1 zi1 gæng1
美利道,mi1 li6 däu6
勉強餬口,ming1 köng1 wu4 häu2
秒傳,miu1 cüng4
摩度,mo1 du6
摸爬滾打,mo2 pa4 gwäng2 da2
磨折,mo4 zik2
舞台音樂,mu1 töi4 yäm1 ngok6
霉菌毒素,mui4 kwäng2 duk6 su1
煤焦油,mui4 ziu1 yäu4
