id,language,glyph,pron
347,hakka,生果,sang1 go3
348,waitau,桃,täu2
348,hakka,桃仔,tau2 zai3
349,waitau,杏,häng6
349,hakka,杏,hen4
350,waitau,李,li2
350,waitau,李仔,li2 zäi2
350,hakka,李仔,li3 zai3
351,waitau,腍柿,näm4 ci2
351,waitau,腍柿,näm4 säi4
351,hakka,腍柿,lem2 se2
352,waitau,石榴,sek6 läu4
352,hakka,石榴,sak6 liu2
353,waitau,梨,li2
353,waitau,雪梨,sük2 li4
353,hakka,梨,li2
354,waitau,柑,gäm1
354,hakka,橘仔,git5 zai3
354,hakka,柑仔,gam1 zai3
355,waitau,橙,cæng2
355,hakka,橙仔,zang2 zai3
356,waitau,碌柚,luk2 yäu2
356,hakka,碌仔,luk5 zai3
357,waitau,梅,mui2
357,waitau,梅仔,mui4 zäi2
357,hakka,梅仔,moi2 zai3
358,waitau,菩提子,pu4 täi4 zi2
358,hakka,葡萄子,pu2 tau2 zu3
359,waitau,櫻桃,yäng1 täu4
359,hakka,櫻桃,yin1 tau2
360,waitau,欖,lam2
360,hakka,欖,lam3
361,waitau,棗,zäu2
361,waitau,紅棗,hung4 zäu2
361,hakka,紅棗,fung2 zau3
362,waitau,合桃,häp6 täu4
362,hakka,合桃,hap6 tau2
363,waitau,山楂,sæng1 za1
363,hakka,山渣,san1 za1
364,waitau,牙蕉,nga4 ziu1
364,hakka,牙蕉,nga2 ziau1
365,waitau,荔枝,läi6 zi2
365,hakka,荔果,lai1 go3
366,waitau,龍眼,lung4 ngæng1
366,hakka,龍眼,lung2 ngan3
367,waitau,西瓜,säi1 gwa1
367,hakka,西瓜,si1 ga1
368,waitau,芽,nga4
368,hakka,筍,sun3
369,waitau,核,wäk6
369,hakka,核,fut6
370,waitau,皮,pi4
370,hakka,皮,pi2
371,waitau,花,fa1
371,hakka,花,fa1
372,waitau,梅花,mui4 fa1
372,hakka,梅花,moi2 fa1
373,waitau,杏花,häng6 fa1
373,hakka,杏花,hen4 fa1
374,waitau,桃花,täu4 fa1
374,hakka,桃花,tau2 fa1
375,waitau,蓮花,ho4 fa1
375,hakka,蓮花,lien2 fa1
376,waitau,蓮花,ling4 fa1
376,hakka,蓮花,lien2 fa1
377,waitau,桂花,gwäi1 fa1
377,hakka,桂花,gui4 fa1
378,waitau,杜鵑花,du6 güng2 fa1
378,hakka,杜鵑花,tu4 gien1 fa1
379,waitau,蘭花,læng4 fa1
379,hakka,蘭花,lan2 fa1
380,waitau,雞春花,gäi1 cäng1 fa1
380,hakka,雞蛋花,gai1 tan4 fa1
381,waitau,茉莉,muk6 li2
381,hakka,茉莉花,mat6 li4 fa1
382,waitau,白蘭,bæk6 læng2
382,waitau,白蘭花,bæk6 læng2 fa1
382,hakka,白玉蘭,pak6 ngiuk6 lan2
383,waitau,金銀花,gäm1 ngäng4 fa1
383,hakka,手巾絮,siu3 gin1 sui1
383,hakka,金銀花,gim1 ngiun2 fa1
384,waitau,菊花,guk2 fa1
384,hakka,菊花,kiuk5 fa1
385,waitau,葵花,kwäi4 fa1
385,hakka,向日葵,hiong4 ngit5 kui2
386,waitau,棉花,ming4 fa1
386,hakka,棉花,mien2 fa1
387,waitau,槐樹,wai4 sü6
387,hakka,槐樹,fai2 su4
388,waitau,楓樹,fung1 sü6
388,hakka,楓樹,fung1 su4
389,waitau,苦楝樹,fu2 ling6 sü6
389,hakka,苦楝樹,fu3 lien4 su4
390,waitau,千層皮,cing1 cäng4 pi4
390,hakka,千重皮,cien1 cung2 pi2
391,waitau,柳,läu1
391,hakka,柳樹,liu3 su4
392,waitau,桑,song1
392,hakka,桑仔樹,song1 zai3 su4
393,waitau,桑仔,song1 zäi1
393,hakka,桑仔,song1 zai3
394,waitau,榕樹,yung4 sü6
394,hakka,榕樹,yung2 su4
395,waitau,烏桕,wu1 käu1
395,hakka,烏桕樹,vu1 kiu1 su4
396,waitau,白果樹,bæk6 gwo2 sü6
396,hakka,白果樹,pak6 go3 su4
397,waitau,梧桐,ng4 tung4
397,hakka,梧桐樹,ng2 tung2 su4
398,waitau,茶樹,ca4 sü6
398,hakka,茶樹,ca2 su4
399,waitau,山茶,sæng1 ca4
399,hakka,油茶樹,yiu2 ca2 su4
400,waitau,棕櫚,zung1 lü1
400,hakka,棕櫚樹,zung1 li1 su4
401,waitau,樟木樹,zöng1 muk6 sü6
401,hakka,樟樹,zong1 su4
402,waitau,竹,zuk2
402,hakka,竹,zuk5
403,waitau,竹,zuk2
403,hakka,車桐竹,ca1 tung2 zuk5
404,waitau,竹根,zuk2 gäng1
404,hakka,竹根,zuk5 gin1
405,waitau,竹衣,zuk2 yi1
405,hakka,竹衣,zuk5 yi1
406,waitau,竹筍,zuk2 säng2
406,hakka,竹筍,zuk5 sun3
407,waitau,竹篾,zuk2 mik6
407,hakka,篾仔,miet6 zai3
408,waitau,茅草,mau4 cäu2
408,hakka,書友草,su1 yiu1 cau3
409,waitau,榔箕,long4 gi1
409,hakka,榔箕,long1 gi1
410,waitau,青苔,ceng1 töi4
410,hakka,溜苔,liu1 toi2
411,waitau,蘆葦,lu4 wäi1
411,hakka,蘆茅,lu2 mau2
412,waitau,艾,ngai6
412,hakka,艾,ngioi4
413,waitau,樹枝,sü6 zi1
413,hakka,樹桍,su4 ka1
414,waitau,樹尾,sü6 mi2
414,hakka,樹尾,su4 mui1
415,waitau,樹頭,sü6 täu4
415,hakka,樹頭,su4 teu2
416,waitau,樹葉,sü6 yip6
416,hakka,樹葉,su4 yap6
417,waitau,粽葉,zung2 yip6
417,hakka,粽葉,zung4 yap6
417,hakka,裹粽葉,go3 zung4 yap6
418,waitau,竻,läk6
418,hakka,竻,let5
419,waitau,杉,cam1
419,hakka,杉樹,cam4 su4
420,waitau,柏,pæk6
420,hakka,柏樹,pak5 su4
421,waitau,松樹,cung4 sü6
421,hakka,松樹,cung2 su4
422,waitau,松果,cung4 gwo2
422,hakka,松雞角,cung2 gai1 gok5
423,waitau,松針,cung4 zäm1
423,waitau,松毛,cung4 mäu4
423,hakka,松毛,cung2 mau1
424,hakka,松光仁,cung2 gong1 yin2
425,waitau,樹膠,sü6 gau1
425,hakka,樹膠,su4 gau1
426,waitau,木頭,muk6 täu4
426,hakka,木頭,muk5 teu2
427,waitau,畜牲,cuk2 sæng1
427,hakka,頭牲,teu2 sang1
428,waitau,水牛,söi2 ngäu4
428,hakka,水牛,sui3 ngiu2
429,waitau,黃牛,wong4 ngäu4
429,hakka,黃牛,vong2 ngiu2
430,waitau,牛公,ngäu4 gung1
430,hakka,牛牯,ngiu2 gu1
431,waitau,牛乸,ngäu4 na2
431,hakka,牛嫲,ngiu2 ma2
432,waitau,牛牯仔,ngäu4 gu2 zäi2
432,waitau,牛仔,ngäu4 zäi2
432,hakka,牛仔,ngiu2 zai3
433,waitau,牛角,ngäu4 gok2
433,hakka,牛角,ngiu2 gok5
434,waitau,蹄,tai4
434,hakka,蹄,tai2
435,waitau,蹺,kiu1
435,hakka,吥,but5
436,waitau,羊,yöng4
436,hakka,羊,yong2
437,waitau,羊牯,yöng4 gu2
437,hakka,羊牯,yong2 gu3
438,waitau,羊乸,yöng4 na2
438,hakka,羊嫲,yong2 ma2
439,waitau,羊仔,yöng4 zäi2
439,hakka,羊仔,yong2 zai3
440,waitau,豬,zü1
440,hakka,豬,zu1
441,waitau,豬公,zü1 gung1
441,hakka,豬牯,zu1 gu3
442,waitau,豬公,zü1 gung1
442,hakka,豬家,zu1 ga1
443,waitau,豬婆,zü1 po4
443,waitau,豬乸,zü1 na2
443,hakka,豬嫲,zu1 ma2
444,waitau,閹豬,yim1 zü1
444,hakka,肉豬,ngiuk5 zu1
445,waitau,豬仔,zü1 zäi2
445,hakka,豬仔,zu1 zai3
446,waitau,生仔,sæng1 zäi2
446,hakka,養豬仔,yong1 zu1 zai3
447,waitau,配種,pui1 zung2
447,waitau,打種,da2 zung2
447,hakka,走水,zeu3 sui3
448,waitau,狗,gäu2
448,hakka,狗,geu3
449,waitau,狗公,gäu2 gung1
449,hakka,狗牯,geu3 gu3
450,waitau,狗乸,gäu2 na2
450,hakka,狗嫲,geu3 ma2
450,hakka,狗牸,geu3 ci4
451,waitau,吠,fäi6
451,hakka,吠,poi4
452,waitau,貓,miu4
452,hakka,貓,miau4
453,waitau,貓公,miu2 gung1
453,hakka,貓牯,miau4 gu3
454,waitau,貓乸,miu2 na2
454,hakka,貓嫲,miau4 ma2
454,hakka,貓牸,miau4 ci4
455,waitau,叫春,giu1 cäng1
455,waitau,喊春,ham1 cäng1
455,hakka,貓起群,miau4 hi3 kiun2
456,waitau,雞公,gäi1 gung1
456,hakka,雞公,gai1 gung1
457,waitau,雞乸,gäi1 na2
457,hakka,雞嫲,gai1 ma2
457,hakka,雞僆,gai1 lon4
458,waitau,騸雞,sing1 gäi1
458,hakka,閹雞,yam1 gai1
459,waitau,雞仔,gäi1 zäi2
459,hakka,雞仔,gai1 zai3
460,waitau,賴伏雞,lai6 bu6 gäi1
460,hakka,賴伏雞嫲,lai4 pu4 gai1 ma2
461,waitau,雞春,gäi1 cäng1
461,hakka,雞春,gai1 cun1
462,waitau,雞胗,gäi1 käng2
462,hakka,雞胗,gai1 kin1
463,waitau,生春,sæng1 cäng1
463,hakka,生春,sang1 cun1
464,waitau,伏,bu6
464,hakka,伏,pu4
465,waitau,扒,pa4
465,waitau,搲,wa2
465,hakka,蹣,pan2
465,hakka,抄,cau4
465,hakka,跒,kia4
466,waitau,啼,täi4
466,hakka,啼,tai2
467,waitau,啄,dök2
467,hakka,啄,duk5
468,waitau,噹,döng2
468,hakka,噹,diong1
469,hakka,打踏,da3 tap6
470,waitau,鵝,ngo4
470,hakka,鵝,ngo2
471,waitau,鴨,ap2
471,hakka,鴨,ap5
472,hakka,野性,ya1 sin4
473,waitau,老虎,läu1 fu2
473,hakka,老虎,lau4 fu3
474,waitau,獅子,si1 zi2
474,hakka,獅子,su1 zu3
475,waitau,豹,pau1
475,hakka,豹,bau4
476,waitau,狼,long4
476,hakka,狼,long2
477,waitau,狐狸,fu4 li2
477,hakka,狐狸,fu2 li2
478,waitau,馬騮,ma1 läu4
478,hakka,猴哥,heu2 go1
478,hakka,馬騮,ma1 liu1
479,waitau,鹿,luk6
479,hakka,鹿,luk6
480,waitau,兔仔,tu1 zäi2
480,hakka,兔仔,tu4 zai3
481,waitau,老鼠,läu1 sü2
481,hakka,老鼠,lau4 cu3
482,waitau,雀仔,zök2 zäi2
482,hakka,鳥仔,diau1 zai3
483,hakka,鳥銃,diau1 cung1
484,waitau,麻雀,ma4 zök2
484,hakka,禾鷝子,vo2 bit5 zai3
485,waitau,鴉賊,a1 cæk2
485,waitau,老鴉,läu1 a1
485,hakka,鴉鵲,a1 siak5
486,waitau,老鴉,läu1 a2
486,hakka,老鴉,lau3 a1
487,waitau,雁,ngæng6
487,hakka,雁鵝,ngan4 ngo2
488,waitau,牙鷹,nga4 yäng1
488,waitau,麻鷹,ngai4 po4
488,hakka,鷂婆,yau4 po2
488,hakka,牙鷹,nga2 yin1
489,waitau,枕虼,zäm2 ngak2
489,waitau,貓頭鷹,mau1 täu4 yäng1
489,hakka,貓頭鳥,miau4 teu2 diau1
490,waitau,燕子,ying1 zi2
490,hakka,燕仔,yen4 zai3
491,waitau,蝠鼠,fuk2 sü2
491,waitau,盲老鼠,mæng4 läu1 sü2
491,hakka,蝠婆,pit6 po2
491,hakka,蚊鼠,mun1 cu3
492,waitau,白鴿,bæk6 gäp2
492,hakka,白鴿,pak6 gap5
492,hakka,月鴿,ngiet6 gap5
493,waitau,鷯哥,liu2 go2
493,hakka,鷯哥,liau4 go1
494,waitau,春,cäng1
494,hakka,春,cun1
495,waitau,竇,däu1
495,hakka,竇,deu4
496,waitau,翼,yäk6
496,hakka,翼,yit6
497,waitau,尾,mi2
497,hakka,尾,mui1
498,waitau,擺,bai2
498,hakka,揈,vin4
499,waitau,爪,zau2
499,hakka,腳爪,giok5 zau3
500,waitau,蠄蟧,käm4 lo2
500,hakka,蝲蜞,la2 kia2
501,waitau,蟻,ngäi1
501,hakka,蟻公,li1 gung1
501,hakka,蟻子,li1 zu3
502,waitau,鵝蚿,ngo4 hüng2
502,waitau,蛇蚿,se4 hüng2
502,waitau,禾蚿,wo4 hüng2
502,hakka,蟲蚿,cung2 hien3
503,waitau,百足,bæk2 zok2
503,hakka,蜈蚣蟲,ng2 gung1 cung2
504,waitau,硬殼蟲,ngæng6 hok2 cung4
504,hakka,硬殼蟲,ngang4 hok5 cung2
505,waitau,簷蛇,yim4 se2
505,hakka,壁蛇,biak5 sa2
506,waitau,鳥蠅,fu1 yäng4
506,hakka,鳥蠅,vu1 yin2
507,waitau,金鳥蠅,gäm1 fu1 yäng4
507,hakka,牛鳥蠅,ngiu2 vu1 yin2
508,waitau,摟,läu1
508,hakka,摟,leu1
509,waitau,蚊,mäng1
509,hakka,蚊,mun1
510,waitau,囓仔,ngæk2 zai2
510,hakka,齧仔,ngat5 zai3
511,waitau,咬,ngau1
511,hakka,叼,diau1
512,waitau,木虱,muk6 säk2
512,hakka,乾蜱,gon1 bi1
513,waitau,跳蚤,tiu1 zäu2
513,hakka,狗虱,geu3 sit5
514,waitau,虱乸,säk2 na2
514,hakka,虱嫲,sit5 ma2
515,waitau,甴曱,gak6 zak2
515,hakka,黃曱,vong2 cat6
516,waitau,囊蜊,nong4 li2
516,hakka,黃蜊,vong2 li1
517,waitau,囊拈,nong4 nim2
517,waitau,囊靚,nong4 leng2
517,hakka,知焱,zi1 yam4
518,waitau,蝴蝶,fu4 dip2
518,hakka,蝴蝶,fu2 tiap5
519,waitau,斬柴郎,zam2 cai4 long2
519,hakka,豹虎哥,bau4 fu3 go1
520,waitau,蜢,mæng2
520,hakka,蜢公,mang3 gung1
521,waitau,螢火蟲,yäng4 fo2 cung4
521,hakka,火焰蟲,fo3 yam4 cung2
522,waitau,蜜仔,mäk6 zäi2
522,hakka,蜜仔,mit6 zai3
523,waitau,鵝蜂,ngo4 hung1
523,hakka,禾蜂,vo2 fung1
524,waitau,竇,däu1
524,hakka,竇,deu4
525,waitau,顎,ngok2
525,hakka,叼,diau1
526,waitau,蛐蛐,go4 go2
526,hakka,草織,cau3 git5
527,waitau,烏氹仔,wu2 däm2 zäi2
527,hakka,鯰哥仔,ngiam4 go1 zai3
528,waitau,蛤乸,gäp2 na2
528,waitau,蛤蚧,gäp2 gwai2
528,hakka,蛤蟆,ha2 ma2
529,waitau,蛤蟆,käm4 kü4
529,hakka,蟾蜍,kiem2 su2
530,waitau,蠶,cam4
530,hakka,蠶蟲,cam2 cung2
531,waitau,昂龜,ngong1 gwäi1
531,hakka,烏龜,vu1 gui1
532,waitau,水魚,söi2 yü4
532,hakka,腳魚,giok5 ng2
533,waitau,蝦公,ha1 gung1
533,hakka,蝦公,ha2 gung1
534,waitau,泥劣仔,näi4 lük2 zäi2
534,hakka,湖鰍,fu2 ciu1
535,waitau,蛇,se4
535,hakka,蛇哥,sa2 go1
536,waitau,牛蜞,ngäu4 ki4
536,hakka,湖蜞,fu2 ki2
537,waitau,沙伯,sa1 bæk2
537,hakka,蚌,pong1
538,waitau,包仔螺,bau1 zäi2 lö2
538,hakka,吔螺蟲,ye2 lo2 cung2
539,waitau,鼻涕蟲,bi6 täi1 cung4
539,hakka,冷蜞,lang1 ki2
540,waitau,蟹,hai1
540,hakka,老蟹,lau4 hai3
541,waitau,響螺,höng2 lö2
541,hakka,石螺,sak6 lo2
542,waitau,田螺,ting4 lö2
542,hakka,田螺,tien2 lo2
543,waitau,黃鱔,wong4 sing1
543,hakka,黃鱔,vong2 sien1
544,waitau,鯉魚,li1 yü4
544,hakka,鯉嫲,li1 ma2
545,waitau,鯽魚,zäk2 yü4
545,hakka,鯽魚,zit5 ng2
546,waitau,鱗,läng4
546,waitau,魚鱗,yü4 läng4
546,hakka,鱗,lin1
547,waitau,春,cäng1
547,hakka,春,cun1
548,waitau,屋企,uk2 ki2
548,hakka,屋下,vuk5 ka1
549,waitau,屋,uk2
549,hakka,屋,vuk5
550,waitau,起屋,hi2 uk2
550,hakka,起,hi3
551,waitau,打地腳,da2 di6 gök2
551,hakka,挑地腳,tiau1 ti4 giok5
552,waitau,築牆,zuk2 cöng4
552,waitau,起籬牆,hi2 li4 cöng4
552,hakka,舂籬,zung1 li2
553,waitau,磚,züng1
553,waitau,磚頭,züng1 täu4
553,hakka,磚,zon1
554,waitau,斷磚,tüng1 züng1
554,hakka,磚碌,zon1 luk5
555,waitau,生磚,sæng1 züng1
555,hakka,泥磚,lai2 zon1
556,waitau,瓦,nga1
556,hakka,瓦,nga1
557,waitau,爛瓦,læng6 nga1
557,waitau,瓦片,nga1 ping2
557,hakka,瓦析,nga3 sak5
558,waitau,樑,löng4
558,hakka,樑,liong2
559,waitau,上樑,söng1 löng4
559,hakka,上樑,song3 liong2
560,waitau,桁,hæng2
560,hakka,桁,hang2
561,waitau,簷,yim4
561,hakka,屋簷,vuk5 yam2
562,waitau,柱,cü1
562,hakka,柱,cu1
563,waitau,柱躉,cü1 däng2
563,hakka,柱躉,cu1 dun3
564,waitau,房間,fong4 gæng1
564,hakka,間肚,gan1 du3
565,waitau,天間,ting1 gæng1
565,hakka,正廳,zin4 tiang1
566,waitau,花廳,fa1 teng2
566,hakka,偏廳,pien1 tiang1
567,waitau,天井,ting1 zeng2
567,hakka,天井,tien1 ziang3
568,hakka,坪,piang2
569,waitau,籬壆,li4 bok2
569,waitau,牆,cöng4
569,hakka,墻,siong2
569,hakka,壁頭,biak5 teu2
570,waitau,搭,dap2
570,hakka,結,giet5
571,waitau,窗門,cöng1 mung2
571,hakka,窗門,cung1 mun2
572,waitau,門,mung4
572,hakka,門,mun2
573,waitau,側門,zäk2 mung2
573,hakka,側門,zet5 mun2
574,waitau,門檻,mung4 cam1
574,hakka,門檻,mun2 kiam1
575,waitau,門扣,mung4 käu1
575,waitau,門弄,mung4 lung6
575,hakka,門搭,mun2 dap5
575,hakka,門弄,mun2 lung4
576,waitau,天棚,ting1 pæng2
576,hakka,天棚,tien1 pang2
577,waitau,欄河,læng4 ho2
577,hakka,欄河,lan2 ho2
578,waitau,石級,sek6 käp2
578,hakka,石級,sak6 gap5
579,waitau,樓梯,läu4 täi1
579,hakka,樓梯,leu2 toi1
580,waitau,梯,täi1
580,hakka,陡梯,deu3 toi1
581,waitau,井,zeng2
581,hakka,井,ziang3
582,waitau,下間,ha6 gæng1
582,hakka,廚房,cu2 fong2
582,hakka,灶下,zau4 ha1
583,waitau,煙通,ying1 tung1
583,hakka,煙囪銜,yen1 cung1 ham2
584,waitau,打灶,da2 zäu1
584,hakka,打灶頭,da3 zau4 teu2
585,waitau,屎坑,si2 hæng1
585,hakka,屎坑,si3 hang1
585,hakka,廁所,ci4 so3
586,waitau,角落頭,gok2 lok2 täu2
586,hakka,角落頭,gok5 lok6 teu2
587,waitau,窿,lung2
587,hakka,窿空,lung2 kung1
588,waitau,罅,la1
588,hakka,坼,cak5
589,waitau,雞鬥,gäi1 däu1
589,waitau,雞欄,gäi1 læng2
589,hakka,雞竇,gai1 deu4
590,waitau,雞籠,gäi1 lung4
590,hakka,雞籠,gai1 lung1
590,hakka,雞塒,gai1 zi4
591,waitau,豬槽,zü1 cäu2
591,hakka,豬欄,zu1 lan2
592,waitau,牛欄,ngäu4 læng4
592,hakka,牛欄,ngiu2 lan2
593,waitau,傢生,ga1 sæng1
593,waitau,傢俬,ga1 si1
593,hakka,傢俬,ga1 su1
594,waitau,檯,töi2
594,hakka,桌頭,zok5 teu2
595,waitau,凳,däng1
595,waitau,椅,yi2
595,hakka,交椅,gau4 yi3
596,waitau,凳仔,däng1 zäi2
596,hakka,凳,den4
597,waitau,長凳,cöng4 däng1
597,waitau,板凳,bæng2 däng1
597,hakka,條凳,ban3 den4
598,waitau,書檯,sü1 töi2
598,hakka,書桌,su1 zok5
599,waitau,櫃,gwäi6
599,waitau,沙櫃,sa6 gwäi6
599,hakka,櫃,kui4
600,waitau,廚櫃,cü4 gwäi6
600,hakka,櫥,cu2
601,waitau,櫃桶,gwäi6 tung2
601,hakka,拖箱,to1 siong1
602,waitau,箱,söng1
602,waitau,槓,lung1
602,hakka,箱,siong1
603,waitau,床,cong4
603,hakka,眠床,min2 cong2
604,waitau,竹席,zuk2 zek6
604,hakka,竹席,zuk5 ciak6
605,waitau,草席,cäu2 zek6
605,hakka,草席,zau3 ciak6
606,waitau,被,pi1
606,hakka,被,pi1
607,waitau,床褥,cong4 yuk2
607,waitau,褥仔,yuk6 zäi2
607,hakka,褥,yuk6
608,waitau,氈,zing2
608,hakka,氈,zien1
609,waitau,枕頭,zäm2 täu4
609,hakka,枕頭,zim3 teu2
610,waitau,毛冷,mäu4 lang2
610,hakka,冷線,lang1 sien1
611,waitau,蚊帳,mäng2 zöng1
611,hakka,蚊帳,min1 zong4
612,waitau,窗簾,cöng1 lim2
612,hakka,窗簾,cung1 liam2
613,waitau,面盆,ming6 pung2
613,hakka,面盆,mien4 pun2
614,waitau,手巾,säu2 gäng1
614,hakka,手巾,siu3 gin1
615,waitau,番鹼,fæng1 gæng2
615,hakka,番鹼,fan1 gan3
616,waitau,鏡,geng1
616,hakka,鏡,giang4
617,waitau,梳,so1
617,waitau,篦,bi1
617,hakka,梳仔,so1 zai3
618,waitau,牙刷,nga4 cak2
618,hakka,牙刷,nga2 sot5
618,hakka,牙擦,nga2 cat5
619,waitau,牙膏,nga4 gäu1
619,hakka,牙膏,nga2 gau1
620,waitau,殼,hok2
620,hakka,勺嫲,sok6 ma2
621,waitau,葫蘆殼,pu4 lu4 hok2
621,hakka,葫蘆杓,pu2 lu2 sok6
622,hakka,擂搥,lui2 cui2
623,waitau,大甕,dai6 ung1
623,hakka,缸,gong1
624,waitau,水甕,söi2 ung1
624,hakka,水缸,sui3 gong1
625,waitau,埕,cäng4
625,hakka,埕,cin2
626,waitau,缽頭,buk2 täu4
626,hakka,缽頭,bat5 teu2
627,waitau,罐,gwung1
627,hakka,罌哥,ang1 go1
628,waitau,樽,zäng1
628,hakka,樽,zun1
629,waitau,塞,säk2
629,hakka,卒,zut5
630,waitau,茶碗,ca4 wung2
630,hakka,茶盅,ca2 zung1
631,waitau,茶杯,ca4 bui1
631,hakka,杯,bui1
632,waitau,碗,wung2
632,hakka,碗,von3
633,waitau,熱水壺,ngik6 söi2 fu4
633,hakka,沸水壼,bui4 sui3 fu2
634,waitau,茶壺,ca4 fu4
634,hakka,茶壼,ca2 fu2
635,waitau,熱水壺,yik6 söi2 fu4
635,hakka,暖壼,lon1 fu2
636,waitau,調羹,tiu4 gæng1
636,waitau,匙羹,ci4 gæng1
636,hakka,調羹,ci2 gang1
637,waitau,飯殼,fæng6 hok2
637,hakka,飯勺,fan4 sok6
638,waitau,筷子,fai1 zi2
638,waitau,箸,zü6
638,hakka,筷子,kai4 zu3
639,waitau,柴,cai4
639,hakka,柴,cai2
640,waitau,煤,mui4
640,hakka,煤,moi2
641,waitau,炭,tæng1
641,hakka,火炭,fo3 tan4
642,waitau,火屎,fo2 si2
642,hakka,火灰,fo3 foi1
643,hakka,爐墩,lu2 dun3
644,hakka,火桶,fo3 tung3
645,waitau,火爐,fo2 lu4
645,hakka,火爐,fo3 lu2
646,waitau,發火,fæk2 fo2
646,waitau,起火,hi2 fo2
646,hakka,起火,hi3 fo3
647,waitau,鑊仔,wok6 zäi2
647,hakka,鑊頭,vok6 teu2
648,waitau,鑊蓋,wok6 gui1
648,hakka,鑊蓋,vok6 goi4
649,waitau,鑊鏟,wok6 cæng2
649,hakka,鍋鏟,vok6 can3
650,waitau,鑊癆,wok6 läu2
650,waitau,鑊辣,wok6 lak2
650,hakka,鍋癆,vok6 lau1
651,waitau,砧板,zäm1 bæng2
651,hakka,砧板,ziem1 ban3
652,waitau,刀,däu1
652,hakka,刀嫲,dau2 ma2
653,waitau,蒸籠,zäng1 lung4
653,hakka,蒸籠,zin1 lung2
654,waitau,飯罉,fæng6 cæng2
654,hakka,飯甑,fan4 zen4
655,waitau,筲箕,sau1 gi1
655,hakka,筲箕,sau4 gi1
656,waitau,撈箕,lau4 gi1
656,hakka,撈箕,lau2 gi1
657,waitau,竹掃,zuk2 säu2
657,hakka,鑊掃,vok6 sau4
658,waitau,檯布,toi2 bu1
658,waitau,抹碗布,mæk2 wung2 bu1
658,hakka,桌帕,zok5 pa4
659,waitau,火柴,fo2 zäi2
659,hakka,火柴,fo3 cai2
660,waitau,煙筒,ying1 tung2
660,hakka,煙筒,yen1 tung2
661,waitau,大碌竹,dai6 luk2 cuk2
661,hakka,水煙筒,sui3 yen1 tung2
662,waitau,電筒,ding6 tung4
662,hakka,電筒,tien4 tung2
663,waitau,電燈,ding6 däng2
663,hakka,電火,tien4 fo3
664,waitau,蠟燭,lap6 zuk2
664,hakka,蠟蠋,lap6 zuk5
665,waitau,電油,ding6 yäu4
665,hakka,電油,tien4 yiu2
666,waitau,火水,fo2 söi2
666,hakka,火水,fo3 sui3
667,waitau,屎桶,si2 tung2
667,waitau,屎槽,si2 cäu4
667,hakka,尿桶,ngiau4 tung3
668,waitau,尿桶,niu6 tung4
668,waitau,夜壺,niu6 fu4
668,hakka,尿桶,ngiau4 tung3
669,waitau,屎殼,si2 hok2
669,hakka,尿角,ngiau4 gok5
670,waitau,痰罐,tam4 gwung1
670,hakka,痰筒,tam2 tung2
671,waitau,吊桶,diu2 tung2
671,waitau,水桶,söi2 dung2
671,hakka,吊桶,diau4 tung3
672,waitau,鎖匙,so2 si4
672,hakka,鎖匙,so3 si2
673,waitau,鎖,so2
673,hakka,鎖頭,so3 teu2
674,waitau,蓑衣,so1 yi1
674,hakka,蓑衣,so1 yi1
675,waitau,斗笠,däu2 läp2
675,hakka,笠嫲,lip5 ma2
676,waitau,扇,sing1
676,hakka,扇,sien4
677,waitau,傘,sæng1
677,waitau,遮,ze1
677,hakka,遮,za1
678,waitau,掃把,säu1 ba2
678,hakka,掃杆,sau4 gon3
679,waitau,大掃,dai6 säu2
679,hakka,掃把,sau4 ba3
680,waitau,糞箕,fäng1 gi1
680,hakka,簸箕,boi4 gi1
681,waitau,窩欄,wo1 læng4
681,hakka,簸箕,boi4 gi1
682,waitau,竹篙,zuk2 gäu1
682,hakka,竹篙,zuk5 gau1
683,waitau,竹篙,zuk2 gäu1
683,hakka,竹篙,zuk5 gau1
684,waitau,叉,ca2
684,hakka,丫叉,a1 ca1
685,waitau,丫叉,a1 ca1
685,hakka,丫叉仔,a1 ca1 zai3
686,waitau,拐杖,gwai2 zöng2
686,hakka,拐掍,gai3 gun4
687,waitau,魚籠,yü4 lung4
687,hakka,罍仔,lui3 zai3
688,waitau,釣竿,diu1 gwung1
688,hakka,釣檳,diau4 bin1
689,waitau,傢生,ga1 cang1
689,hakka,傢生,ga1 sang1
690,waitau,錘仔,cöi4 zäi2
690,hakka,錘仔,cui2 zai3
691,waitau,錐,yöi2
691,hakka,鉆仔,zon4 zai3
692,waitau,斧頭,fu2 täu4
692,hakka,斧頭,bu3 teu2
693,waitau,鉗,kim2
693,waitau,鉗仔,kim4 zäi2
693,hakka,鉗仔,kiam2 zai3
694,waitau,夾,gap6
694,hakka,鉗仔,kiam2 zai3
695,waitau,鑿,zok2
695,hakka,鑿仔,cok6 zai3
696,waitau,鋸,gü1
696,hakka,鋸仔,gi4 zai3
697,waitau,銼,co1
697,hakka,銼刀,co4 tau2
698,waitau,鉆,züng1
698,hakka,鉆仔,zon4 zai3
699,waitau,刨,pau4
699,hakka,刨仔,pau2 zai3
700,waitau,鉤,ngäu2
700,hakka,鉤仔,geu1 zai3
701,waitau,釘,deng1
701,hakka,鐵釘,tiet5 dang1
702,waitau,鉸剪,gau1 zing2
702,hakka,剪刀,zien3 dau1
703,waitau,針,zam1
