id,language,glyph,pron
703,hakka,針,zim1
704,waitau,頂指,däng2 zi2
704,hakka,頂指,din3 zi3
705,waitau,線,sing1
705,hakka,線,sien4
706,waitau,衣車,yi1 ce2
706,hakka,衣車,yi1 ca1
707,waitau,叾,tok2
707,hakka,叾,duk5
708,waitau,邊,bing1
708,hakka,邊唇,bien1 sun2
709,waitau,罅,la1
709,waitau,裂,lik2
709,hakka,坼,cak5
710,waitau,痕,häng2
710,hakka,影,yang4
711,waitau,爆裂,bau1 lik6
711,hakka,開坼,hoi1 cak5
712,waitau,衣裳,yi1 söng4
712,hakka,衫褲,sam1 fu4
713,waitau,買布,mai1 bu1
713,hakka,剪布,zien3 bu4
714,waitau,黑布,häk2 bu1
714,hakka,烏布,vu1 bu4
715,waitau,剪布,zing2 bu1
715,hakka,剪,zien3
716,waitau,試身,si1 säng1
716,hakka,試,ci4
717,waitau,衫,sam2
717,hakka,面衫,mien4 sam1
718,waitau,恤衫,sük2 sam1
718,hakka,恤衫,sut6 sam1
719,waitau,底衫,däi2 sam1
719,hakka,底衫,dai3 sam1
720,waitau,棉衲,ming4 nap6
720,hakka,襖婆,au3 po2
721,waitau,褡仔,dap2 zäi2
721,hakka,背搭,boi4 dap5
722,waitau,大褸,dai6 läu1
722,hakka,大褸,tai4 leu1
723,waitau,冷衫,læng2 sam1
723,hakka,冷衫,lang1 sam1
724,waitau,被袋,pi1 döi2
724,hakka,面,mien4
725,waitau,被,pi1
725,hakka,被肉,pi1 ngiuk5
726,waitau,背褡,bi1 dap2
726,waitau,背心,bui1 säm1
726,hakka,背心,boi4 sim1
727,waitau,褲,fu1
727,hakka,褲,fu4
728,waitau,短褲,düng2 fu1
728,waitau,牛頭褲,ngäu4 täu4 fu1
728,hakka,短褲,don3 fu4
729,waitau,褲腳,fu1 gök2
729,hakka,褲腳,fu4 giok5
730,waitau,褲襠,fu1 nong6
730,hakka,褲襠,fu4 long4
731,waitau,開襠褲,fui1 nong6 fu1
731,hakka,開襠褲,hoi1 long4 fu4
732,waitau,開襠褲,fui1 long6 fu1
732,hakka,密襠褲,mit6 long4 fu4
733,waitau,裙,kwäng4
733,hakka,裙,kiun2
734,waitau,袖,zäu6
734,hakka,衫袖,sam1 ciu4
735,waitau,領,leng1
735,hakka,衫領,sam1 liang1
736,waitau,皺,cau4
736,hakka,縐,ziu4
737,waitau,爛,læng6
737,hakka,爛,lan4
738,waitau,衫袋,sam1 döi2
738,hakka,衫袋,sam1 toi4
739,waitau,啪紐,bæk2 näu2
739,hakka,啪扭,bak6 leu3
740,waitau,扣,käu1
740,hakka,紐仔,leu3 zai3
741,waitau,扣針,käu1 zäm1
741,hakka,結針,giet5 zim1
742,waitau,帽仔,mäu6 zäi2
742,waitau,帽,mäu6
742,hakka,帽仔,mau4 zai3
743,waitau,草帽,cäu2 mäu6
743,hakka,草帽,cau3 mau4
744,waitau,鞋,hai4
744,hakka,鞋,hai2
745,waitau,拖鞋,to1 hai4
745,hakka,拖鞋,to1 hai3
746,waitau,屐,kek6
746,hakka,屐,kiak6
747,waitau,水鞋,söi2 hai4
747,hakka,水鞋,sui3 hai2
748,waitau,鞋墊,hai4 ding1
748,hakka,鞋底,hai2 dai3
749,waitau,長筒鞋,cöng4 tung2 hai4
749,waitau,靴,hö1
749,hakka,靴,hio1
750,waitau,襪,mæk6
750,hakka,襪,mat5
751,waitau,手襪,säu1 mæk6
751,hakka,手襪,siu3 mat5
752,waitau,手巾仔,säu2 gäng6 zäi2
752,hakka,手巾仔,siu3 gin1 zai3
753,waitau,咧,lik2
753,waitau,結,gik2
753,hakka,結,git5
754,waitau,頸巾,geng2 gäng1
754,hakka,頸巾,giang3 gin1
755,waitau,口水肩,häu2 söi2 ging1
755,hakka,口水枷,heu3 sui3 ga1
756,waitau,圍裙,wäi4 kwäng2
756,hakka,圍裙,vui2 sin1
757,waitau,兜肚,däu2 tu1
757,hakka,肚搭,du3 dap5
758,waitau,尿布,niu6 bu1
758,hakka,尿片,ngiau4 pien4
759,waitau,燙斗,tong1 däu2
759,hakka,燙斗,tong4 deu3
760,waitau,肚餓,du2 ngo6
760,hakka,肚胈餓,du3 pat6 ngo4
761,waitau,飯,fæng6
761,hakka,飯,fan4
762,waitau,麵粉,ming6 fäng2
762,hakka,麵粉,mien4 fun3
763,waitau,麵,ming6
763,hakka,麵,mien4
764,waitau,糠,hong1
764,hakka,糠,hong1
765,waitau,冷飯,læng1 fæng6
765,hakka,舊飯,kiu4 fan4
766,waitau,臭餿,cäu1 säu1
766,waitau,臭宿,cäu1 suk2
766,hakka,餿,seu1
767,waitau,剩,säng6
767,hakka,盈,yin4
768,waitau,米水,mäi1 söi2
768,waitau,粥飲,zuk2 yäm2
768,hakka,粥飲,zuk5 yim3
769,waitau,粥,zuk2
769,hakka,粥,zuk5
770,waitau,飯焦,fæng6 ziu1
770,hakka,飯癩,fan4 lat5
771,waitau,喫飯,hek2 fæng6
771,hakka,食飯,sit6 fan4
772,waitau,頸渴,geng2 fuk2
772,hakka,渴,hot5
773,waitau,飲水,yäm2 söi2
773,hakka,食茶,sit6 ca2
774,waitau,飲酒,yäm2 zäu2
774,hakka,食酒,sit6 ziu3
775,waitau,米酒,mäi1 zäu2
775,hakka,米酒,mi3 ziu3
776,waitau,白酒,bæk6 zäu2
776,hakka,燒酒,sau1 ziu3
777,waitau,黃酒,wong4 zäu2
777,hakka,黃酒,vong2 ziu3
778,waitau,糯米酒,no6 mäi1 zäu2
778,hakka,糯米酒,lo4 mi3 ziu3
779,hakka,酒娘,ziu3 ngiong2
780,waitau,酒糟,zäu2 zäu1
780,hakka,糟嫲,zau1 ma2
781,waitau,夷茶,yi4 ca4
781,hakka,茶葉茶,ca2 yap6 ca2
782,waitau,煙仔,ying1 zäi2
782,hakka,煙仔,yen1 zai3
783,waitau,喫煙,hek2 ying1
783,hakka,食煙,sit6 yen1
784,waitau,煙灰,ying1 fui1
784,hakka,煙灰,yen1 foi1
785,waitau,早飯,zäu2 fæng6
785,hakka,朝,zau1
786,waitau,喫早飯,hek2 zäu2 fæng6
786,hakka,食朝,sit6 zau1
787,waitau,晏晝,æng1 zäu2
787,hakka,晝,ziu4
788,waitau,喫晏晝,hek2 æng1 zäu2
788,hakka,食晝,sit6 ziu4
789,waitau,晚飯,mæng6 fæng6
789,hakka,夜,ya4
790,waitau,吃晚飯,hek2 mæng6 fæng6
790,hakka,食夜,sit6 ya4
791,waitau,舀飯,yiu1 fæng6
791,hakka,舀飯,yau3 fan4
792,waitau,豬肉,zü1 yuk6
792,hakka,豬肉,zu1 ngiuk5
793,waitau,瘦肉,säu1 yuk6
793,hakka,瘦肉,seu4 ngiuk5
793,hakka,精豬肉,ziang1 zu1 ngiuk5
794,waitau,臘肉,lap6 yuk6
794,hakka,臘肉,lap6 ngiuk5
795,waitau,送,sung1
795,hakka,菜,coi4
796,waitau,肉,yuk6
796,hakka,葷,fun1
797,waitau,齋,zäi1
797,hakka,齋,zai1
798,waitau,湯,tong2
798,hakka,順,sun4
799,waitau,豬手,zü1 säu2
799,waitau,豬腳,zü1 gök2
799,hakka,豬蹄,zu1 tai2
800,waitau,豬肝,zü1 gwung1
800,waitau,豬潤,zü1 yäng2
800,hakka,豬肝,zu1 gon1
801,waitau,豬脷,zü1 li2
801,hakka,豬舌嫲,zu1 set6 ma2
802,waitau,豬血,zü1 hung4
802,hakka,豬紅,zu1 fung2
802,hakka,豬旺,zu1 vong4
803,waitau,雞下水,gäi1 ha6 söi2
803,hakka,下水,ha4 sui3
804,waitau,鉗餸,kim4 sung1
804,hakka,夾菜,gap5 coi4
805,waitau,撈飯,läu6 fæng6
805,hakka,淘飯,tau2 fan4
806,waitau,減,gam2
806,hakka,減,gam3
807,waitau,燶,nung1
807,hakka,燶,lung1
808,waitau,豆腐乾,däu6 fu6 gwung1
808,hakka,豆腐乾,teu4 fu4 gon1
809,waitau,豆腐,däu6 fu6
809,hakka,豆腐,teu4 fu4
810,waitau,豆腐花,däu6 fu6 fa1
810,hakka,豆腐花,teu4 fu4 fa1
811,waitau,豆腐霉,däu2 fu2 mui4
811,hakka,豆腐霉,teu4 fu4 moi1
812,waitau,萊絲,löi4 si1
812,waitau,粉仔,fäng2 zäi2
812,hakka,萊絲仔,loi2 su1 zai3
813,waitau,送,sung1
813,hakka,傍,bong3
814,waitau,飽,bau2
814,hakka,飽,bau3
815,waitau,打思噎,da2 si1 yik2
815,hakka,打胲約,da3 goi1 yok5
816,waitau,打思噫,da2 si2 yik2
816,hakka,打呃督,da3 et6 duk6
817,waitau,雪糕,sük2 gäu1
817,hakka,雪糕,siet5 gau2
818,waitau,雪條,sük2 tiu2
818,waitau,雪糕條,sük2 gäu1 tiu2
818,hakka,雪條,siet5 tiau2
819,waitau,包,bau1
819,hakka,饅頭,man2 teu2
820,waitau,包,bau2
820,hakka,包仔,bau1 zai3
821,waitau,水餃,söi2 gau2
821,hakka,餃子,gau3 zu3
822,waitau,雲吞,wäng4 täng1
822,hakka,雲吞,vun2 tun1
823,waitau,餡,ham2
823,hakka,餡,ham4
824,waitau,湯圓,tong6 yüng2
824,hakka,雪丸板,siet5 yen2 ban3
824,hakka,糖丸,tong2 yen2
825,waitau,糯米餈,no6 mäi1 ci4
825,hakka,餈粑,ci2 ba1
826,waitau,粽,zung2
826,hakka,裹粽,go3 zung4
827,waitau,口立濕,häu2 läp6 säp2
827,waitau,瘦食,säu1 säp2
827,hakka,小口,siau3 heu3
828,waitau,碎,söi1
828,hakka,碎,sui4
829,waitau,茶果,ca4 gwo2
829,hakka,茶果,ca2 go3
829,hakka,點心,diam3 sim1
830,waitau,宵夜,siu1 ya6
830,hakka,宵夜,siau1 ya4
831,waitau,配料,pui1 liu2
831,hakka,配料,pui4 liau4
832,waitau,醋,cu1
832,hakka,醋,cu4
833,waitau,鹽,yim4
833,waitau,海沙,fui2 sa2
833,hakka,鹽,yam2
834,waitau,豬油,zü1 yäu4
834,hakka,豬油,zu1 yiu2
835,waitau,麻油,ma4 yäu4
835,hakka,麻油,ma2 yiu2
836,waitau,黃糖,wong4 tong4
836,hakka,黃糖,vong2 tong2
837,waitau,砂糖,sa6 tong4
837,waitau,白糖,bæk6 tong4
837,hakka,白糖,pak6 tong2
838,waitau,麻糖,ma4 tong2
838,hakka,麻糖,ma2 tong2
838,hakka,糖仔,tong2 zai3
839,waitau,豉油,si6 yäu4
839,hakka,豉油,si4 yiu2
840,waitau,腳,gök2
840,hakka,腳,giok5
841,waitau,蜜糖,mäk6 tong4
841,hakka,蜜糖,mit6 tong2
842,waitau,大隻,dai6 zek2
842,hakka,身魁,sin1 foi1
843,waitau,頭殼,täu4 hok2
843,hakka,頭那,teu2 la1
844,waitau,光頭,gwong1 täu4
844,hakka,光頭,gong1 teu2
845,waitau,頭毛,täu4 mäu4
845,hakka,頭那毛,teu2 la1 mau1
846,waitau,轉,züng2
846,hakka,旋,con4
847,waitau,辮,bing1
847,hakka,毛辮仔,mau1 bien1 zai3
848,waitau,髻,gäi1
848,hakka,髻,gi4
849,waitau,頭皮,täu4 pi4
849,hakka,頭鱗,teu2 lin1
849,hakka,頭皮,teu2 pi2
850,waitau,面,ming6
850,hakka,面,mien4
851,waitau,酒凹,zäu2 näp2
851,hakka,酒凹,ziu3 ngiap5
852,waitau,額,ngæk6
852,waitau,額頭,ngæk6 täu4
852,hakka,額門頭,ngiak5 mun2 teu2
853,waitau,魂精,wäng4 zeng2
853,hakka,梅子罌,moi2 zu1 ang1
854,waitau,腦囟,näu1 säng2
854,hakka,腦囟,lau3 sim4
855,waitau,眼,ngæng1
855,hakka,眼,ngan3
856,waitau,眼光仔,ngæng1 gwong1 zäi2
856,waitau,眼核,ngæng1 wäk6
856,hakka,眼珠仁,ngan3 zu1 yin2
857,waitau,眼淚,ngæng1 löi6
857,waitau,眼水,ngæng1 söi2
857,waitau,淚水,löi6 söi2
857,hakka,眼汁,ngan3 zip5
858,waitau,眼泣毛,ngæng6 yäp2 mäu4
858,hakka,目睡毛,muk5 soi4 mau1
859,waitau,眼眉毛,ngæng6 mi4 mäu4
859,hakka,眼眉毛,ngan3 mi2 mau1
860,waitau,鼻公,bi6 gung1
860,hakka,鼻公,pi4 gung1
861,waitau,鼻哥窿,bi6 go2 lung2
861,hakka,鼻窿,pi4 lung1
862,waitau,鼻膿,bi6 nung4
862,hakka,鼻膿,pi4 lung2
863,waitau,擤鼻膿,säng1 bi6 nung4
863,hakka,擤鼻膿,sen4 pi4 lung2
864,waitau,鼻屎,bi6 si2
864,hakka,鼻屎,pi4 si3
865,waitau,耳仔,ngi1 zäi2
865,waitau,耳梗,ngi1 gäk2
865,hakka,耳公,ngi3 gung1
866,waitau,耳屎,ngi1 si2
866,hakka,耳屎,ngi3 si3
867,waitau,嘴,zöi2
867,hakka,嘴角,zoi3 gok5
868,waitau,嘴唇,zöi2 säng4
868,hakka,嘴唇,zoi4 sun2
869,waitau,脷,li6
869,hakka,舌嫲,set6 ma2
870,waitau,牙,nga4
870,hakka,牙,nga2
871,waitau,大牙,dai6 nga4
871,hakka,大牙,tai4 nga2
872,waitau,齙牙,bau1 nga4
872,hakka,暴牙,pau4 nga2
873,waitau,牙肉,nga4 yuk6
873,hakka,牙床肉,nga2 cong1 ngiuk5
874,waitau,牙屎,nga4 si2
874,hakka,牙黃,nga2 vong2
875,waitau,鬚,su1
875,waitau,鬍鬚,wu4 su1
875,hakka,鬚牯,si1 gu3
876,waitau,下巴,ha6 pa4
876,hakka,頦啱下,goi1 ngam1 ha1
877,waitau,口水,häu2 söi2
877,hakka,口水,heu3 sui3
878,waitau,口水,häu2 söi2
878,hakka,口水,heu3 sui3
879,waitau,喉嚨,häu4 lung4
879,hakka,喉連,heu2 lien2
880,waitau,聲,seng1
880,hakka,聲,sang1
881,waitau,頸,geng2
881,hakka,頸,giang3
882,waitau,膞頭,bok2 täu4
882,hakka,肩頭,gien1 teu2
883,waitau,心口,säm1 häu2
883,hakka,心肝頭,sim1 gon1 teu2
884,waitau,背脊,bui1 zek2
884,waitau,背樑,bi1 löng1
884,waitau,背裡,bi1 läi4
884,hakka,背樑,boi4 long2
885,waitau,屏骨,peng2 gwäk2
885,hakka,肋梗仔,lak6 gang1 zai3
886,waitau,打赤勒,da2 cek2 lak2
886,hakka,打赤膊,da3 cak5 bok5
887,waitau,手臂,säu2 bi1
887,hakka,手臂,siu3 bi3
888,waitau,手踭,säu2 zæng2
888,hakka,手踭,siu3 zang1
889,waitau,手凹,säu2 näp2
889,hakka,脈門,mak5 mun2
890,waitau,手,säu2
890,hakka,手,siu3
891,waitau,左手,zo2 säu2
891,hakka,左手,zo3 siu3
892,waitau,右手,yäu2 säu2
892,hakka,右手,yiu4 siu3
893,waitau,手掌,säu2 zöng2
893,hakka,手巴掌,siu3 ba1 zong3
894,waitau,拳頭,küng4 täu4
894,hakka,拳頭牯,kien2 teu2 gu3
895,waitau,手指,säu2 zi2
895,hakka,手指仔,siu3 zi3 zai3
896,waitau,手指公,säu2 zi2 gung1
896,hakka,手指公,siu3 zi3 gung1
897,waitau,手指尾,säu2 zi2 mi1
897,hakka,臘尾指,lap6 mui1 zi3
898,waitau,指甲,zi2 gap2
898,hakka,手指甲,siu3 zi3 gap5
899,waitau,腡,lö2
899,hakka,腡,lo2
900,waitau,臿,cap2
900,hakka,箕,gi1
901,waitau,起枕,hi2 zäm2
901,hakka,繭,gan3
902,waitau,隔肋底,gak2 lak2 däi2
902,hakka,肋坼下,lak6 cak5 ha1
903,waitau,媽仔,ma2 zäi2
903,hakka,嬭姑,len4 gu1
904,waitau,奶頭,nai2 täu4
904,hakka,嬭頭,len4 teu2
905,waitau,奶,nai1
905,waitau,乳,yöi1
905,hakka,嬭水,len4 sui3
906,waitau,肚,du2
906,hakka,肚胈,du3 pat6
907,waitau,肚臍,du2 ci4
907,hakka,肚臍,du3 ci2
908,waitau,屎窟,si1 fäk2
908,hakka,屎窟臀,si3 fut5 tun2
909,waitau,屎窟窿,si2 fäk2 lung2
909,hakka,屎窟門,si3 fut5 mun2
910,waitau,打出屎窟,da2 cäk2 si2 fäk2
910,hakka,打脧鳥,da3 zoi1 diau1
911,waitau,褲襠,fu6 nong6
911,hakka,髀罅,bi3 la4
912,waitau,褲襠底,fu6 long6 däi2
912,waitau,卡窿下,ka6 la6 ha2
912,hakka,褲襠下,fu4 long4 ha1
913,waitau,卵,läng2
913,waitau,尻,gäu2
913,hakka,卵,lin3
914,waitau,春袋,cäng1 döi6
914,hakka,春袋,cun1 toi4
915,waitau,核,wäk6
915,hakka,核卵,hak6 lon3
916,hakka,卵屎,lin3 si3
917,waitau,鵝仔,ngo4 zäi2
917,hakka,脧,zoi1
918,waitau,屄,bik2
918,waitau,谿,häi1
918,hakka,支屄,zi1 biet5
919,waitau,屌,diu2
919,hakka,屌,diau3
920,waitau,屌,diu2
920,hakka,屌,diau3
921,waitau,腳,gök2
921,hakka,腳,giok5
922,waitau,大髀,dai6 bi2
922,hakka,大髀,tai4 bi3
923,waitau,腳肚仔,gök2 du2 zäi2
923,hakka,腳,giok5
924,waitau,膝頭哥,säk2 täu4 go2
924,hakka,膝頭,cit5 teu2
925,waitau,腳腩肚,gök2 nam1 du2
925,waitau,腳囊肚,gök2 nöng4 du2
925,hakka,腳囊肚,giok5 lang2 du3
926,waitau,腳眼,gök2 ngæng1
926,hakka,腳眼仁,giok5 ngan3 yin2
927,waitau,腳,gök2
927,hakka,腳,giok5
928,waitau,腳踭,gök2 zæng2
928,hakka,腳踭,giok5 zang1
929,waitau,腳趾,gök2 zi2
929,hakka,腳趾,giok5 zi3
930,waitau,腳板底,gök2 bæng6 däi2
930,hakka,腳盤,giok5 pan2
931,waitau,腳掌心,gök2 zöng2 säm1
931,hakka,腳板心,giok5 ban3 sim1
932,waitau,腳印,gök2 yäng2
932,hakka,腳跡,giok5 ziak5
933,waitau,老泥,läu1 näi4
933,hakka,㿸,man4
934,waitau,佬,läu2
934,hakka,老哥,lau3 go1
935,waitau,婦娘,fu1 löng4
935,hakka,婦娘,bu1 ngiong2
936,waitau,老大,läu1 dai2
936,hakka,老人家,lau3 ngin2 ga1
937,waitau,伯爺公,äi2 ya2 gung2
937,hakka,老伯頭,lau3 bak5 teu2
938,waitau,伯爺婆,bak2 ye2 po2
938,hakka,老婆頭,lau3 po2 teu2
939,waitau,後生,häu6 sæng2
939,hakka,後生,heu4 sang1
940,waitau,妹仔,mui6 zäi2
940,hakka,妹仔,moi4 zai3
941,waitau,後生仔,häu6 sæng1 zäi2
941,hakka,後生仔,heu4 sang1 zai3
942,waitau,細民仔,säi6 mæng1 zäi2
942,hakka,僬仔,ziau2 zai3
943,waitau,細民仔,säi6 mæng1 zäi2
943,hakka,老弟仔,lau3 tai1 zai3
944,waitau,妹仔,mui6 zäi2
944,hakka,妹仔,moi4 zai3
945,hakka,城市人,sang2 si4 ngin2
946,waitau,耕田佬,gæng1 ting4 läu2
946,waitau,鄉下佬,höng1 ha2 läu2
946,hakka,鄉下人,hiong1 ha4 ngin2
947,waitau,寡佬,gwa2 läu2
947,hakka,單身哥,dan1 sin1 go1
948,waitau,老姑婆,läu2 gu1 po4
948,hakka,老姑婆,lau3 gu1 po2
949,waitau,寡婦婆,gwa2 fu1 po2
949,hakka,守寡婆,siu3 ga3 po2
950,waitau,冇爺冇奶,mäu1 ya4 mäu1 näi1
950,hakka,冇爺冇娭,mau2 ya2 mau2 oi1
950,hakka,孤兒,gu1 yi2
951,waitau,單眼佬,dæng1 ngæng1 läu2
951,hakka,單眼,dan1 ngan3
952,waitau,蒙豬眼,mung2 zü6 ngæng2
952,hakka,眯眼,mi1 ngan3
953,waitau,突眼,däk6 ngæng2
953,hakka,爆眼,bau4 ngan3
954,waitau,鬥皮,däu6 pi4
954,waitau,鬥雞,däu6 gäi1
954,waitau,鬥雞眼,däu6 gäi1 ngæng1
954,hakka,對眼,dui4 ngan3
955,waitau,盲眼佬,mæng4 ngæng1 läu2
955,hakka,盲公,mang2 gung1
956,waitau,聾佬,lung4 läu2
956,hakka,聾公,lung1 gung1
957,waitau,啞缽,a2 buk2
957,hakka,啞佬,a3 lau3
958,waitau,漏口,läu1 häu2
958,hakka,大舌頭,tai4 set6 teu2
958,hakka,結佬,giet5 lau3
959,waitau,缺嘴,kük2 zöi2
959,hakka,缺嘴,kiet6 zoi4
960,waitau,甩牙,läk2 nga4
960,hakka,缺牙,kiet5 nga2
961,waitau,歪頸,me2 geng2
961,hakka,側頭仔,zet5 teu2 zai3
962,waitau,左手仔,zo2 säu2 zäi2
962,hakka,左手仔,zo3 siu3 zai3
963,waitau,鴨乸蹄,ap2 na2 täi4
963,hakka,鴨嫲蹄,ap5 ma2 tai2
964,waitau,肥佬,fi4 läu2
964,hakka,肥佬,pui2 lau3
965,waitau,高佬,gäu1 läu2
965,hakka,高佬,gau1 lau3
966,waitau,爆牙,bau1 nga4
966,hakka,爆牙,bau4 nga2
967,waitau,痘皮,däu6 pi4
967,hakka,班支,ban1 zi1
968,waitau,瘌痢頭,læk2 li6 täu4
968,hakka,瘌痢頭,lat6 li2 teu2
969,waitau,六指,luk2 zi2
969,hakka,六指,luk5 zi3
970,waitau,駝背,to1 bui1
970,hakka,駝背佬,to2 boi4 lau3
971,waitau,哭包,huk2 bau2
971,waitau,哭袋,huk2 döi2
971,hakka,叫包,giau4 bau2
972,waitau,發癲佬,fæk2 ding1 läu2
972,waitau,癲佬,ding1 läu2
972,hakka,懵佬,mung3 lau3
973,waitau,跛腳佬,bäi1 gök2 läu2
973,hakka,跛佬,bai1 lau3
974,waitau,傻佬,so4 läu2
974,hakka,傻佬,so2 lau3
975,waitau,拐子佬,gwai2 zi2 läu2
975,hakka,撮仔,cot5 zai3
976,waitau,賊仔,cæk6 zäi2
976,hakka,賊佬,cet6 lau3
977,waitau,賊佬,zæk6 läu2
977,hakka,賊佬,cet6 lau3
978,waitau,乞兒,häk2 yi4
978,waitau,乞兒,häk2 yi1
978,hakka,攞食佬,lo3 sit5 lau3
979,waitau,契家佬,käi1 ga1 läu2
979,hakka,契家佬,ke4 ga1 lau3
980,waitau,契家婆,käi1 ga1 po4
980,hakka,契家婆,ke4 ga1 po2
981,waitau,勾佬,ngäu2 läu2
981,hakka,佮人,gap5 ngin2
982,waitau,老舉,läu1 gü2
982,hakka,老妓嫲,lau3 gi3 ma2
983,waitau,在行,zöi6 hong4
983,hakka,在行,cai4 hong2
984,waitau,外行,wui6 hong2
984,hakka,唔在行,m1 cai4 hong2
985,waitau,伙頭,fo2 täu2
985,hakka,伙頭,fo3 teu2
986,waitau,耕田佬,gæng1 ting4 läu2
986,hakka,耕田佬,gang1 tien2 lau3
987,waitau,鬥木佬,däu1 muk6 läu2
987,hakka,木匠,muk6 siong4
987,hakka,斣木佬,deu4 muk5 lau3
988,waitau,打鐵佬,da2 tik2 läu2
988,hakka,打鐵佬,da3 tiet5 lau3
989,waitau,先生,sing1 sæng1
989,hakka,醫生,yi1 sang1
990,waitau,剃頭佬,täi1 täu4 läu2
990,hakka,剃頭佬,tai4 teu2 lau3
991,waitau,泥水佬,näi4 söi2 läu2
991,hakka,泥水匠,lai2 sui3 siong4
992,waitau,生意佬,sæng6 yi6 läu2
992,hakka,生理佬,sen1 li1 lau3
993,waitau,生保人,sæng1 bäu2 yäng4
993,hakka,生保人,sang1 bau3 ngin2
994,waitau,人客,yäng4 hæk2
994,hakka,人客,ngin2 hak5
995,waitau,大火氣,dai6 fo2 hi1
995,waitau,火氣猛,fo2 hi1 mæng1
995,hakka,有性,yiu1 siang4
996,waitau,臭,cäu1
996,hakka,臭,ciu4
997,waitau,小氣,siu2 hi2
997,hakka,小相,siau3 siong4
997,hakka,歪,vai1
998,waitau,大方,dai6 fong2
998,hakka,大方,tai4 fong1
998,hakka,捨得,sa3 det5
999,waitau,叻,lek2
999,waitau,能解,läng4 hai1
999,hakka,叻,liak6
999,hakka,能替,lien2 tai4
1000,waitau,勤力,gäng4 läk6
1000,hakka,勤力,kin2 lit6
1001,waitau,懶散,læng1 sæng2
1001,hakka,懶,lan1
1002,waitau,慳,hæng1
1002,waitau,慳儉,hæng1 gim6
1002,hakka,慳儉,han1 kiam4
1003,waitau,叻仔,lek2 zäi2
1003,waitau,聰明,cung1 mäng4
1003,hakka,叻,liak6
1004,waitau,精,zeng1
1004,hakka,精,ziang1
1005,waitau,爽,song2
1005,waitau,爽快,song2 fai1
1005,hakka,爽直,song3 cit6
1006,waitau,蠢,cäng2
1006,waitau,笨實,bäng6 säk6
1006,hakka,蠢,cun3
1007,waitau,毒,duk6
1007,hakka,梟,hiau1
1008,waitau,牛精,ngäu4 zäng2
1008,waitau,牛王,ngäu4 wong4
1008,hakka,牛王,ngiu2 vong2
1009,waitau,刻薄,häk2 bok6
1009,hakka,刻簿,ket5 pok6
1010,waitau,奸,gæng1
1010,hakka,奸,gan1
1011,waitau,陰毒,yäm1 duk6
1011,hakka,陰毒,yim1 tuk6
1012,waitau,整蠱,zäng2 gu2
1012,hakka,蠱惑,gu3 vak6
1013,waitau,好心,häu2 säm1
1013,hakka,好心,hau3 sim1
1014,waitau,老實,läu1 säk6
1014,hakka,老實,lau3 sit6
1015,waitau,唔出聲,m4 cäk2 seng1
1015,hakka,唔聲,m1 sang1
1016,waitau,怕醜,pa1 cäu2
1016,hakka,畏羞,vui4 siu1
1017,waitau,陰公,yäm1 gung1
1017,hakka,可憐,ko3 lien2
1018,waitau,後生,häu6 sæng1
1018,hakka,後生,heu4 sang1
1019,waitau,灑,sa2
1019,hakka,靚,liang4
1020,waitau,肉酸,yuk6 süng1
1020,waitau,唔好睇,m4 häu2 täi2
1020,hakka,醜,ciu3
1021,waitau,企理,ki1 li1
1021,hakka,齊整,ce2 zin1
1021,hakka,就亼,ciu4 zip6
1022,waitau,垠屎,ngäng2 si2
1022,waitau,邋遢,læk6 täk2
1022,hakka,累贅,lui4 zui4
1022,hakka,囉嗦,lo4 so4
1023,waitau,乖,gwai1
1023,hakka,聽話,tang4 va4
1024,waitau,百厭,bæk2 yim1
1024,hakka,頑皮,ngan2 pi2
1025,waitau,硬頸,ngæng6 geng2
1025,waitau,牛頸,ngäu4 geng2
1025,hakka,硬頸,ngang4 giang3
1026,waitau,細,säi1
1026,hakka,細,se4
1027,waitau,偷懶,täu2 læng1
1027,hakka,偷懶,teu1 lan1
1028,waitau,糜摸,mi2 mo2
1028,hakka,磨嗦,mo4 so4
1029,waitau,古惑,gu2 wæk6
1029,hakka,奸,gan1
1030,waitau,賴死,lai6 si2
1030,hakka,賴死,lai4 si3
1031,waitau,下流,ha6 läu4
1031,hakka,下流,ha4 liu2
1032,waitau,賤格,zing6 gäk2
1032,waitau,唔愛面,m4 wui1 ming2
1032,hakka,唔愛面,m1 oi4 mien4
1033,waitau,講大話,gong2 dai6 wa6
1033,hakka,講大話,gong3 tai4 va4
1034,waitau,詐傻,za1 so4
1034,waitau,扮懵,bang6 mung2
1034,hakka,詐懵,za4 mung3
1035,waitau,爛叻,læng2 læk2
1035,hakka,映,yang3
1036,waitau,阿爸,a1 ba4
1036,hakka,阿爸,a1 ba1
1037,waitau,老豆,läu1 däu6
1037,hakka,阿爸,a1 ba1
1038,waitau,阿媽,a1 ma2
1038,waitau,阿奶,a1 nai1
1038,hakka,阿媽,a1 ma1
1039,waitau,老母,läu1 mu2
1039,hakka,阿咪,a1 mi1
1040,waitau,老豆老母,läu1 däu6 läu1 mu2
1040,hakka,阿㜆阿爸,a1 mi1 a1 ba1
1041,waitau,阿公,a1 gung2
1041,waitau,阿爺,a1 ya4
1041,hakka,阿公,a1 gung1
1042,waitau,阿婆,a1 po4
1042,waitau,阿嫲,a1 ma4
1042,hakka,阿婆,a1 po2
1043,waitau,太公,tai1 gung2
